	rawClass	segment_id	previousSegmentIDs	hasNotTransportMode	hasTransportMode	hasVelocity	hasAcceleration	hasChangepoint	isFasterThanAllPrevious	hasKnownTransportMode	previousHasVelocity	previousHasAcceleration	previousHasChangepoint	previousSegmentRelation	hasStopPoint	previousHasStopPoint
0	['car']	segment(seg125_5314_0).	['segment(seg125_5314_1).', 'segment(seg125_5314_2).', 'segment(seg125_5314_3).', 'segment(seg125_5314_4).', 'segment(seg125_5314_5).']	['hasTransportMode(seg125_5314_0,bike).', 'hasTransportMode(seg125_5314_0,bus).', 'hasTransportMode(seg125_5314_0,walk).']	['hasTransportMode(seg125_5314_0,car).']	hasVelocity(seg125_5314_0,below_medium).	hasAcceleration(seg125_5314_0,much_slower).	empty	empty	['hasKnownTransportMode(seg125_5314_1,car).', 'hasKnownTransportMode(seg125_5314_2,car).', 'hasKnownTransportMode(seg125_5314_2,walk).', 'hasKnownTransportMode(seg125_5314_3,car).', 'hasKnownTransportMode(seg125_5314_4,car).', 'hasKnownTransportMode(seg125_5314_5,car).']	['hasVelocity(seg125_5314_1,fast).', 'hasVelocity(seg125_5314_2,below_medium).', 'hasVelocity(seg125_5314_3,below_medium).', 'hasVelocity(seg125_5314_4,medium).', 'hasVelocity(seg125_5314_5,above_medium).']	['hasAcceleration(seg125_5314_1,much_slower).', 'hasAcceleration(seg125_5314_2,slightly_slower).', 'hasAcceleration(seg125_5314_3,unchanged).', 'hasAcceleration(seg125_5314_4,much_slower).', 'hasAcceleration(seg125_5314_5,much_faster).']	['empty', 'hasChangepoint(seg125_5314_2).', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg125_5314_0,seg125_5314_1).', 'previousSegmentRelation(seg125_5314_1,seg125_5314_2).', 'previousSegmentRelation(seg125_5314_2,seg125_5314_3).', 'previousSegmentRelation(seg125_5314_3,seg125_5314_4).', 'previousSegmentRelation(seg125_5314_4,seg125_5314_5).']	hasStopPoint(seg125_5314_0,none).	['hasStopPoint(seg125_5314_1,none).', 'hasStopPoint(seg125_5314_2,one).', 'hasStopPoint(seg125_5314_3,none).', 'hasStopPoint(seg125_5314_4,none).', 'hasStopPoint(seg125_5314_5,none).']
1	['car']	segment(seg125_5315_0).	['segment(seg125_5315_1).', 'segment(seg125_5315_2).', 'segment(seg125_5315_3).', 'segment(seg125_5315_4).', 'segment(seg125_5315_5).']	['hasTransportMode(seg125_5315_0,bike).', 'hasTransportMode(seg125_5315_0,bus).', 'hasTransportMode(seg125_5315_0,walk).']	['hasTransportMode(seg125_5315_0,car).']	hasVelocity(seg125_5315_0,medium).	hasAcceleration(seg125_5315_0,faster).	empty	empty	['hasKnownTransportMode(seg125_5315_1,car).', 'hasKnownTransportMode(seg125_5315_2,car).', 'hasKnownTransportMode(seg125_5315_3,car).', 'hasKnownTransportMode(seg125_5315_3,walk).', 'hasKnownTransportMode(seg125_5315_4,car).', 'hasKnownTransportMode(seg125_5315_5,car).']	['hasVelocity(seg125_5315_1,below_medium).', 'hasVelocity(seg125_5315_2,slow).', 'hasVelocity(seg125_5315_3,below_medium).', 'hasVelocity(seg125_5315_4,below_medium).', 'hasVelocity(seg125_5315_5,medium).']	['hasAcceleration(seg125_5315_1,much_slower).', 'hasAcceleration(seg125_5315_2,much_slower).', 'hasAcceleration(seg125_5315_3,slightly_slower).', 'hasAcceleration(seg125_5315_4,unchanged).', 'hasAcceleration(seg125_5315_5,much_slower).']	['empty', 'empty', 'hasChangepoint(seg125_5315_3).', 'empty', 'empty']	['previousSegmentRelation(seg125_5315_0,seg125_5315_1).', 'previousSegmentRelation(seg125_5315_1,seg125_5315_2).', 'previousSegmentRelation(seg125_5315_2,seg125_5315_3).', 'previousSegmentRelation(seg125_5315_3,seg125_5315_4).', 'previousSegmentRelation(seg125_5315_4,seg125_5315_5).']	hasStopPoint(seg125_5315_0,none).	['hasStopPoint(seg125_5315_1,none).', 'hasStopPoint(seg125_5315_2,none).', 'hasStopPoint(seg125_5315_3,one).', 'hasStopPoint(seg125_5315_4,none).', 'hasStopPoint(seg125_5315_5,none).']
2	['car']	segment(seg125_5316_0).	['segment(seg125_5316_1).', 'segment(seg125_5316_2).', 'segment(seg125_5316_3).', 'segment(seg125_5316_4).', 'segment(seg125_5316_5).']	['hasTransportMode(seg125_5316_0,bike).', 'hasTransportMode(seg125_5316_0,bus).', 'hasTransportMode(seg125_5316_0,walk).']	['hasTransportMode(seg125_5316_0,car).']	hasVelocity(seg125_5316_0,very_fast).	hasAcceleration(seg125_5316_0,much_faster).	empty	empty	['hasKnownTransportMode(seg125_5316_1,car).', 'hasKnownTransportMode(seg125_5316_2,car).', 'hasKnownTransportMode(seg125_5316_3,car).', 'hasKnownTransportMode(seg125_5316_4,car).', 'hasKnownTransportMode(seg125_5316_4,walk).', 'hasKnownTransportMode(seg125_5316_5,car).']	['hasVelocity(seg125_5316_1,medium).', 'hasVelocity(seg125_5316_2,fast).', 'hasVelocity(seg125_5316_3,slow).', 'hasVelocity(seg125_5316_4,below_medium).', 'hasVelocity(seg125_5316_5,below_medium).']	['hasAcceleration(seg125_5316_1,faster).', 'hasAcceleration(seg125_5316_2,much_faster).', 'hasAcceleration(seg125_5316_3,much_slower).', 'hasAcceleration(seg125_5316_4,slightly_slower).', 'hasAcceleration(seg125_5316_5,unchanged).']	['empty', 'empty', 'empty', 'hasChangepoint(seg125_5316_4).', 'empty']	['previousSegmentRelation(seg125_5316_0,seg125_5316_1).', 'previousSegmentRelation(seg125_5316_1,seg125_5316_2).', 'previousSegmentRelation(seg125_5316_2,seg125_5316_3).', 'previousSegmentRelation(seg125_5316_3,seg125_5316_4).', 'previousSegmentRelation(seg125_5316_4,seg125_5316_5).']	hasStopPoint(seg125_5316_0,none).	['hasStopPoint(seg125_5316_1,none).', 'hasStopPoint(seg125_5316_2,none).', 'hasStopPoint(seg125_5316_3,none).', 'hasStopPoint(seg125_5316_4,one).', 'hasStopPoint(seg125_5316_5,none).']
3	['car']	segment(seg125_5317_0).	['segment(seg125_5317_1).', 'segment(seg125_5317_2).', 'segment(seg125_5317_3).', 'segment(seg125_5317_4).', 'segment(seg125_5317_5).']	['hasTransportMode(seg125_5317_0,bike).', 'hasTransportMode(seg125_5317_0,bus).', 'hasTransportMode(seg125_5317_0,walk).']	['hasTransportMode(seg125_5317_0,car).']	hasVelocity(seg125_5317_0,very_fast).	hasAcceleration(seg125_5317_0,slightly_faster).	empty	empty	['hasKnownTransportMode(seg125_5317_1,car).', 'hasKnownTransportMode(seg125_5317_2,car).', 'hasKnownTransportMode(seg125_5317_3,car).', 'hasKnownTransportMode(seg125_5317_4,car).', 'hasKnownTransportMode(seg125_5317_5,car).', 'hasKnownTransportMode(seg125_5317_5,walk).']	['hasVelocity(seg125_5317_1,very_fast).', 'hasVelocity(seg125_5317_2,very_fast).', 'hasVelocity(seg125_5317_3,fast).', 'hasVelocity(seg125_5317_4,slow).', 'hasVelocity(seg125_5317_5,below_medium).']	['hasAcceleration(seg125_5317_1,much_faster).', 'hasAcceleration(seg125_5317_2,much_faster).', 'hasAcceleration(seg125_5317_3,much_faster).', 'hasAcceleration(seg125_5317_4,much_slower).', 'hasAcceleration(seg125_5317_5,slightly_slower).']	['empty', 'empty', 'empty', 'empty', 'hasChangepoint(seg125_5317_5).']	['previousSegmentRelation(seg125_5317_0,seg125_5317_1).', 'previousSegmentRelation(seg125_5317_1,seg125_5317_2).', 'previousSegmentRelation(seg125_5317_2,seg125_5317_3).', 'previousSegmentRelation(seg125_5317_3,seg125_5317_4).', 'previousSegmentRelation(seg125_5317_4,seg125_5317_5).']	hasStopPoint(seg125_5317_0,none).	['hasStopPoint(seg125_5317_1,none).', 'hasStopPoint(seg125_5317_2,none).', 'hasStopPoint(seg125_5317_3,none).', 'hasStopPoint(seg125_5317_4,none).', 'hasStopPoint(seg125_5317_5,one).']
4	['car']	segment(seg125_5318_0).	['segment(seg125_5318_1).', 'segment(seg125_5318_2).', 'segment(seg125_5318_3).', 'segment(seg125_5318_4).', 'segment(seg125_5318_5).']	['hasTransportMode(seg125_5318_0,bike).', 'hasTransportMode(seg125_5318_0,bus).', 'hasTransportMode(seg125_5318_0,walk).']	['hasTransportMode(seg125_5318_0,car).']	hasVelocity(seg125_5318_0,very_fast).	hasAcceleration(seg125_5318_0,slightly_faster).	empty	empty	['hasKnownTransportMode(seg125_5318_1,car).', 'hasKnownTransportMode(seg125_5318_2,car).', 'hasKnownTransportMode(seg125_5318_3,car).', 'hasKnownTransportMode(seg125_5318_4,car).', 'hasKnownTransportMode(seg125_5318_5,car).']	['hasVelocity(seg125_5318_1,very_fast).', 'hasVelocity(seg125_5318_2,very_fast).', 'hasVelocity(seg125_5318_3,very_fast).', 'hasVelocity(seg125_5318_4,fast).', 'hasVelocity(seg125_5318_5,slow).']	['hasAcceleration(seg125_5318_1,slightly_faster).', 'hasAcceleration(seg125_5318_2,faster).', 'hasAcceleration(seg125_5318_3,much_faster).', 'hasAcceleration(seg125_5318_4,much_faster).', 'hasAcceleration(seg125_5318_5,much_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg125_5318_0,seg125_5318_1).', 'previousSegmentRelation(seg125_5318_1,seg125_5318_2).', 'previousSegmentRelation(seg125_5318_2,seg125_5318_3).', 'previousSegmentRelation(seg125_5318_3,seg125_5318_4).', 'previousSegmentRelation(seg125_5318_4,seg125_5318_5).']	hasStopPoint(seg125_5318_0,none).	['hasStopPoint(seg125_5318_1,none).', 'hasStopPoint(seg125_5318_2,none).', 'hasStopPoint(seg125_5318_3,none).', 'hasStopPoint(seg125_5318_4,none).', 'hasStopPoint(seg125_5318_5,none).']
5	['car']	segment(seg125_5319_0).	['segment(seg125_5319_1).', 'segment(seg125_5319_2).', 'segment(seg125_5319_3).', 'segment(seg125_5319_4).', 'segment(seg125_5319_5).']	['hasTransportMode(seg125_5319_0,bike).', 'hasTransportMode(seg125_5319_0,bus).', 'hasTransportMode(seg125_5319_0,walk).']	['hasTransportMode(seg125_5319_0,car).']	hasVelocity(seg125_5319_0,very_fast).	hasAcceleration(seg125_5319_0,unchanged).	empty	empty	['hasKnownTransportMode(seg125_5319_1,car).', 'hasKnownTransportMode(seg125_5319_2,car).', 'hasKnownTransportMode(seg125_5319_3,car).', 'hasKnownTransportMode(seg125_5319_4,car).', 'hasKnownTransportMode(seg125_5319_5,car).']	['hasVelocity(seg125_5319_1,very_fast).', 'hasVelocity(seg125_5319_2,fast).', 'hasVelocity(seg125_5319_3,very_fast).', 'hasVelocity(seg125_5319_4,very_fast).', 'hasVelocity(seg125_5319_5,fast).']	['hasAcceleration(seg125_5319_1,slightly_faster).', 'hasAcceleration(seg125_5319_2,much_slower).', 'hasAcceleration(seg125_5319_3,faster).', 'hasAcceleration(seg125_5319_4,much_faster).', 'hasAcceleration(seg125_5319_5,much_faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg125_5319_0,seg125_5319_1).', 'previousSegmentRelation(seg125_5319_1,seg125_5319_2).', 'previousSegmentRelation(seg125_5319_2,seg125_5319_3).', 'previousSegmentRelation(seg125_5319_3,seg125_5319_4).', 'previousSegmentRelation(seg125_5319_4,seg125_5319_5).']	hasStopPoint(seg125_5319_0,none).	['hasStopPoint(seg125_5319_1,none).', 'hasStopPoint(seg125_5319_2,none).', 'hasStopPoint(seg125_5319_3,none).', 'hasStopPoint(seg125_5319_4,none).', 'hasStopPoint(seg125_5319_5,none).']
6	['car']	segment(seg125_5320_0).	['segment(seg125_5320_1).', 'segment(seg125_5320_2).', 'segment(seg125_5320_3).', 'segment(seg125_5320_4).', 'segment(seg125_5320_5).']	['hasTransportMode(seg125_5320_0,bike).', 'hasTransportMode(seg125_5320_0,bus).', 'hasTransportMode(seg125_5320_0,walk).']	['hasTransportMode(seg125_5320_0,car).']	hasVelocity(seg125_5320_0,fast).	hasAcceleration(seg125_5320_0,much_slower).	empty	empty	['hasKnownTransportMode(seg125_5320_1,car).', 'hasKnownTransportMode(seg125_5320_2,car).', 'hasKnownTransportMode(seg125_5320_3,car).', 'hasKnownTransportMode(seg125_5320_4,car).', 'hasKnownTransportMode(seg125_5320_5,car).']	['hasVelocity(seg125_5320_1,very_fast).', 'hasVelocity(seg125_5320_2,below_medium).', 'hasVelocity(seg125_5320_3,fast).', 'hasVelocity(seg125_5320_4,very_fast).', 'hasVelocity(seg125_5320_5,very_fast).']	['hasAcceleration(seg125_5320_1,unchanged).', 'hasAcceleration(seg125_5320_2,much_slower).', 'hasAcceleration(seg125_5320_3,much_slower).', 'hasAcceleration(seg125_5320_4,faster).', 'hasAcceleration(seg125_5320_5,much_faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg125_5320_0,seg125_5320_1).', 'previousSegmentRelation(seg125_5320_1,seg125_5320_2).', 'previousSegmentRelation(seg125_5320_2,seg125_5320_3).', 'previousSegmentRelation(seg125_5320_3,seg125_5320_4).', 'previousSegmentRelation(seg125_5320_4,seg125_5320_5).']	hasStopPoint(seg125_5320_0,none).	['hasStopPoint(seg125_5320_1,none).', 'hasStopPoint(seg125_5320_2,none).', 'hasStopPoint(seg125_5320_3,none).', 'hasStopPoint(seg125_5320_4,none).', 'hasStopPoint(seg125_5320_5,none).']
7	['car']	segment(seg125_5321_0).	['segment(seg125_5321_1).', 'segment(seg125_5321_2).', 'segment(seg125_5321_3).', 'segment(seg125_5321_4).', 'segment(seg125_5321_5).']	['hasTransportMode(seg125_5321_0,bike).', 'hasTransportMode(seg125_5321_0,bus).', 'hasTransportMode(seg125_5321_0,walk).']	['hasTransportMode(seg125_5321_0,car).']	hasVelocity(seg125_5321_0,below_medium).	hasAcceleration(seg125_5321_0,much_slower).	empty	empty	['hasKnownTransportMode(seg125_5321_1,car).', 'hasKnownTransportMode(seg125_5321_2,car).', 'hasKnownTransportMode(seg125_5321_3,car).', 'hasKnownTransportMode(seg125_5321_4,car).', 'hasKnownTransportMode(seg125_5321_5,car).']	['hasVelocity(seg125_5321_1,fast).', 'hasVelocity(seg125_5321_2,medium).', 'hasVelocity(seg125_5321_3,below_medium).', 'hasVelocity(seg125_5321_4,fast).', 'hasVelocity(seg125_5321_5,very_fast).']	['hasAcceleration(seg125_5321_1,much_slower).', 'hasAcceleration(seg125_5321_2,faster).', 'hasAcceleration(seg125_5321_3,much_slower).', 'hasAcceleration(seg125_5321_4,much_slower).', 'hasAcceleration(seg125_5321_5,faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg125_5321_0,seg125_5321_1).', 'previousSegmentRelation(seg125_5321_1,seg125_5321_2).', 'previousSegmentRelation(seg125_5321_2,seg125_5321_3).', 'previousSegmentRelation(seg125_5321_3,seg125_5321_4).', 'previousSegmentRelation(seg125_5321_4,seg125_5321_5).']	hasStopPoint(seg125_5321_0,none).	['hasStopPoint(seg125_5321_1,none).', 'hasStopPoint(seg125_5321_2,none).', 'hasStopPoint(seg125_5321_3,none).', 'hasStopPoint(seg125_5321_4,none).', 'hasStopPoint(seg125_5321_5,none).']
8	['car']	segment(seg125_5322_0).	['segment(seg125_5322_1).', 'segment(seg125_5322_2).', 'segment(seg125_5322_3).', 'segment(seg125_5322_4).', 'segment(seg125_5322_5).']	['hasTransportMode(seg125_5322_0,bike).', 'hasTransportMode(seg125_5322_0,bus).', 'hasTransportMode(seg125_5322_0,walk).']	['hasTransportMode(seg125_5322_0,car).']	hasVelocity(seg125_5322_0,above_medium).	hasAcceleration(seg125_5322_0,much_faster).	empty	empty	['hasKnownTransportMode(seg125_5322_1,car).', 'hasKnownTransportMode(seg125_5322_2,car).', 'hasKnownTransportMode(seg125_5322_3,car).', 'hasKnownTransportMode(seg125_5322_4,car).', 'hasKnownTransportMode(seg125_5322_5,car).']	['hasVelocity(seg125_5322_1,below_medium).', 'hasVelocity(seg125_5322_2,very_fast).', 'hasVelocity(seg125_5322_3,medium).', 'hasVelocity(seg125_5322_4,below_medium).', 'hasVelocity(seg125_5322_5,fast).']	['hasAcceleration(seg125_5322_1,much_slower).', 'hasAcceleration(seg125_5322_2,much_faster).', 'hasAcceleration(seg125_5322_3,faster).', 'hasAcceleration(seg125_5322_4,much_slower).', 'hasAcceleration(seg125_5322_5,much_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg125_5322_0,seg125_5322_1).', 'previousSegmentRelation(seg125_5322_1,seg125_5322_2).', 'previousSegmentRelation(seg125_5322_2,seg125_5322_3).', 'previousSegmentRelation(seg125_5322_3,seg125_5322_4).', 'previousSegmentRelation(seg125_5322_4,seg125_5322_5).']	hasStopPoint(seg125_5322_0,none).	['hasStopPoint(seg125_5322_1,none).', 'hasStopPoint(seg125_5322_2,none).', 'hasStopPoint(seg125_5322_3,none).', 'hasStopPoint(seg125_5322_4,none).', 'hasStopPoint(seg125_5322_5,none).']
9	['car']	segment(seg125_5323_0).	['segment(seg125_5323_1).', 'segment(seg125_5323_2).', 'segment(seg125_5323_3).', 'segment(seg125_5323_4).', 'segment(seg125_5323_5).']	['hasTransportMode(seg125_5323_0,bike).', 'hasTransportMode(seg125_5323_0,bus).', 'hasTransportMode(seg125_5323_0,walk).']	['hasTransportMode(seg125_5323_0,car).']	hasVelocity(seg125_5323_0,fast).	hasAcceleration(seg125_5323_0,much_faster).	empty	empty	['hasKnownTransportMode(seg125_5323_1,car).', 'hasKnownTransportMode(seg125_5323_2,car).', 'hasKnownTransportMode(seg125_5323_3,car).', 'hasKnownTransportMode(seg125_5323_4,car).', 'hasKnownTransportMode(seg125_5323_5,car).']	['hasVelocity(seg125_5323_1,above_medium).', 'hasVelocity(seg125_5323_2,very_fast).', 'hasVelocity(seg125_5323_3,very_fast).', 'hasVelocity(seg125_5323_4,medium).', 'hasVelocity(seg125_5323_5,below_medium).']	['hasAcceleration(seg125_5323_1,much_faster).', 'hasAcceleration(seg125_5323_2,slightly_faster).', 'hasAcceleration(seg125_5323_3,much_faster).', 'hasAcceleration(seg125_5323_4,faster).', 'hasAcceleration(seg125_5323_5,much_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg125_5323_0,seg125_5323_1).', 'previousSegmentRelation(seg125_5323_1,seg125_5323_2).', 'previousSegmentRelation(seg125_5323_2,seg125_5323_3).', 'previousSegmentRelation(seg125_5323_3,seg125_5323_4).', 'previousSegmentRelation(seg125_5323_4,seg125_5323_5).']	hasStopPoint(seg125_5323_0,none).	['hasStopPoint(seg125_5323_1,none).', 'hasStopPoint(seg125_5323_2,none).', 'hasStopPoint(seg125_5323_3,none).', 'hasStopPoint(seg125_5323_4,none).', 'hasStopPoint(seg125_5323_5,none).']
