	transMode	startDate	endDate	distance	speed	acceleration	hasChangepoint	hasStopPoint
26862	['walk']	2008-10-19 06:38:40	2008-10-19 06:40:08	101.33641039311466	1.0	-2.0	False	0
26863	['walk']	2008-10-19 06:40:08	2008-10-19 06:41:42	103.23746512016363	1.0	0.0	False	0
26864	['walk']	2008-10-19 06:41:42	2008-10-19 06:43:19	101.89368507843163	1.0	0.0	False	0
26865	['walk']	2008-10-19 06:43:19	2008-10-19 06:44:56	164.71444525191723	2.0	1.0	False	0
26866	['walk']	2008-10-19 06:44:56	2008-10-19 06:46:58	103.61299403993891	1.0	-1.0	False	0
26867	['walk']	2008-10-19 06:46:58	2008-10-19 06:48:24	102.00992841562925	1.0	0.0	False	2
26868	['walk']	2008-10-19 06:48:24	2008-10-19 06:49:53	112.00738963403514	1.0	0.0	False	0
26869	['walk']	2008-10-19 06:49:53	2008-10-19 06:53:08	101.14363709850201	1.0	0.0	False	0
26870	['walk']	2008-10-19 06:53:08	2008-10-19 06:54:58	100.90040038098807	1.0	0.0	False	0
26871	['walk']	2008-10-19 06:54:58	2008-10-19 06:55:45	110.25006549728849	2.0	1.0	False	0
26872	['walk']	2008-10-19 06:55:45	2008-10-19 06:56:45	101.69117016247634	2.0	0.0	False	0
26873	['walk']	2008-10-19 06:56:45	2008-10-19 06:57:25	109.22342534744105	3.0	1.0	False	0
26874	['walk']	2008-10-19 06:57:25	2008-10-19 06:57:49	118.35662430880204	5.0	2.0	False	0
26875	['walk']	2008-10-19 06:57:49	2008-10-19 06:58:17	104.79668423500601	4.0	-1.0	False	0
26876	['walk']	2008-10-19 06:58:17	2008-10-19 06:59:24	103.05325121554647	2.0	-2.0	False	0
26877	['walk']	2008-10-19 06:59:24	2008-10-19 07:00:45	101.43631912892727	1.0	-1.0	False	1
26878	['walk']	2008-10-19 07:00:45	2008-10-19 07:01:45	107.61554413916787	2.0	1.0	False	0
26879	['walk']	2008-10-19 07:01:45	2008-10-19 07:02:07	100.70633657562868	5.0	3.0	False	0
26880	['walk']	2008-10-19 07:02:07	2008-10-19 07:03:01	142.87321998909817	3.0	-2.0	False	0
26881	['walk']	2008-10-19 07:03:01	2008-10-19 07:03:44	102.25283042269706	2.0	-1.0	False	0
26882	['walk']	2008-10-19 07:03:44	2008-10-19 07:04:16	417.3118965820472	13.0	11.0	False	0
