	rawClass	segment_id	previousSegmentIDs	hasNotTransportMode	hasTransportMode	hasVelocity	hasAcceleration	hasChangepoint	isFasterThanAllPrevious	hasKnownTransportMode	previousHasVelocity	previousHasAcceleration	previousHasChangepoint	previousSegmentRelation	hasStopPoint	previousHasStopPoint
0	['bus']	segment(seg010_3563_0).	['segment(seg010_3563_1).', 'segment(seg010_3563_2).', 'segment(seg010_3563_3).', 'segment(seg010_3563_4).', 'segment(seg010_3563_5).']	['hasTransportMode(seg010_3563_0,bike).', 'hasTransportMode(seg010_3563_0,car).', 'hasTransportMode(seg010_3563_0,walk).']	['hasTransportMode(seg010_3563_0,bus).']	hasVelocity(seg010_3563_0,medium).	hasAcceleration(seg010_3563_0,slower).	empty	empty	['hasKnownTransportMode(seg010_3563_1,bus).', 'hasKnownTransportMode(seg010_3563_2,bus).', 'hasKnownTransportMode(seg010_3563_2,walk).', 'hasKnownTransportMode(seg010_3563_3,bus).', 'hasKnownTransportMode(seg010_3563_4,bus).', 'hasKnownTransportMode(seg010_3563_5,bus).']	['hasVelocity(seg010_3563_1,above_medium).', 'hasVelocity(seg010_3563_2,very_fast).', 'hasVelocity(seg010_3563_3,medium).', 'hasVelocity(seg010_3563_4,medium).', 'hasVelocity(seg010_3563_5,medium).']	['hasAcceleration(seg010_3563_1,unchanged).', 'hasAcceleration(seg010_3563_2,much_faster).', 'hasAcceleration(seg010_3563_3,unchanged).', 'hasAcceleration(seg010_3563_4,slower).', 'hasAcceleration(seg010_3563_5,slower).']	['empty', 'hasChangepoint(seg010_3563_2).', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg010_3563_0,seg010_3563_1).', 'previousSegmentRelation(seg010_3563_1,seg010_3563_2).', 'previousSegmentRelation(seg010_3563_2,seg010_3563_3).', 'previousSegmentRelation(seg010_3563_3,seg010_3563_4).', 'previousSegmentRelation(seg010_3563_4,seg010_3563_5).']	hasStopPoint(seg010_3563_0,none).	['hasStopPoint(seg010_3563_1,none).', 'hasStopPoint(seg010_3563_2,none).', 'hasStopPoint(seg010_3563_3,none).', 'hasStopPoint(seg010_3563_4,none).', 'hasStopPoint(seg010_3563_5,none).']
1	['bus']	segment(seg010_3564_0).	['segment(seg010_3564_1).', 'segment(seg010_3564_2).', 'segment(seg010_3564_3).', 'segment(seg010_3564_4).', 'segment(seg010_3564_5).']	['hasTransportMode(seg010_3564_0,bike).', 'hasTransportMode(seg010_3564_0,car).', 'hasTransportMode(seg010_3564_0,walk).']	['hasTransportMode(seg010_3564_0,bus).']	hasVelocity(seg010_3564_0,below_medium).	hasAcceleration(seg010_3564_0,unchanged).	empty	empty	['hasKnownTransportMode(seg010_3564_1,bus).', 'hasKnownTransportMode(seg010_3564_2,walk).', 'hasKnownTransportMode(seg010_3564_3,bus).', 'hasKnownTransportMode(seg010_3564_3,walk).', 'hasKnownTransportMode(seg010_3564_4,bus).', 'hasKnownTransportMode(seg010_3564_5,bus).']	['hasVelocity(seg010_3564_1,medium).', 'hasVelocity(seg010_3564_2,very_slow).', 'hasVelocity(seg010_3564_3,very_fast).', 'hasVelocity(seg010_3564_4,medium).', 'hasVelocity(seg010_3564_5,medium).']	['hasAcceleration(seg010_3564_1,slower).', 'hasAcceleration(seg010_3564_2,much_slower).', 'hasAcceleration(seg010_3564_3,much_faster).', 'hasAcceleration(seg010_3564_4,unchanged).', 'hasAcceleration(seg010_3564_5,slower).']	['empty', 'empty', 'hasChangepoint(seg010_3564_3).', 'empty', 'empty']	['previousSegmentRelation(seg010_3564_0,seg010_3564_1).', 'previousSegmentRelation(seg010_3564_1,seg010_3564_2).', 'previousSegmentRelation(seg010_3564_2,seg010_3564_3).', 'previousSegmentRelation(seg010_3564_3,seg010_3564_4).', 'previousSegmentRelation(seg010_3564_4,seg010_3564_5).']	hasStopPoint(seg010_3564_0,none).	['hasStopPoint(seg010_3564_1,none).', 'hasStopPoint(seg010_3564_2,none).', 'hasStopPoint(seg010_3564_3,none).', 'hasStopPoint(seg010_3564_4,none).', 'hasStopPoint(seg010_3564_5,none).']
2	['bus']	segment(seg010_3565_0).	['segment(seg010_3565_1).', 'segment(seg010_3565_2).', 'segment(seg010_3565_3).', 'segment(seg010_3565_4).', 'segment(seg010_3565_5).']	['hasTransportMode(seg010_3565_0,bike).', 'hasTransportMode(seg010_3565_0,car).', 'hasTransportMode(seg010_3565_0,walk).']	['hasTransportMode(seg010_3565_0,bus).']	hasVelocity(seg010_3565_0,medium).	hasAcceleration(seg010_3565_0,faster).	empty	empty	['hasKnownTransportMode(seg010_3565_1,bus).', 'hasKnownTransportMode(seg010_3565_2,walk).', 'hasKnownTransportMode(seg010_3565_2,bus).', 'hasKnownTransportMode(seg010_3565_3,walk).', 'hasKnownTransportMode(seg010_3565_4,bus).', 'hasKnownTransportMode(seg010_3565_4,walk).', 'hasKnownTransportMode(seg010_3565_5,bus).']	['hasVelocity(seg010_3565_1,below_medium).', 'hasVelocity(seg010_3565_2,fast).', 'hasVelocity(seg010_3565_3,very_slow).', 'hasVelocity(seg010_3565_4,very_fast).', 'hasVelocity(seg010_3565_5,medium).']	['hasAcceleration(seg010_3565_1,unchanged).', 'hasAcceleration(seg010_3565_2,much_faster).', 'hasAcceleration(seg010_3565_3,much_slower).', 'hasAcceleration(seg010_3565_4,much_faster).', 'hasAcceleration(seg010_3565_5,unchanged).']	['empty', 'hasChangepoint(seg010_3565_2).', 'empty', 'hasChangepoint(seg010_3565_4).', 'empty']	['previousSegmentRelation(seg010_3565_0,seg010_3565_1).', 'previousSegmentRelation(seg010_3565_1,seg010_3565_2).', 'previousSegmentRelation(seg010_3565_2,seg010_3565_3).', 'previousSegmentRelation(seg010_3565_3,seg010_3565_4).', 'previousSegmentRelation(seg010_3565_4,seg010_3565_5).']	hasStopPoint(seg010_3565_0,none).	['hasStopPoint(seg010_3565_1,none).', 'hasStopPoint(seg010_3565_2,none).', 'hasStopPoint(seg010_3565_3,none).', 'hasStopPoint(seg010_3565_4,none).', 'hasStopPoint(seg010_3565_5,none).']
3	['bus']	segment(seg010_3566_0).	['segment(seg010_3566_1).', 'segment(seg010_3566_2).', 'segment(seg010_3566_3).', 'segment(seg010_3566_4).', 'segment(seg010_3566_5).']	['hasTransportMode(seg010_3566_0,bike).', 'hasTransportMode(seg010_3566_0,car).', 'hasTransportMode(seg010_3566_0,walk).']	['hasTransportMode(seg010_3566_0,bus).']	hasVelocity(seg010_3566_0,medium).	hasAcceleration(seg010_3566_0,unchanged).	empty	empty	['hasKnownTransportMode(seg010_3566_1,bus).', 'hasKnownTransportMode(seg010_3566_2,bus).', 'hasKnownTransportMode(seg010_3566_3,walk).', 'hasKnownTransportMode(seg010_3566_3,bus).', 'hasKnownTransportMode(seg010_3566_4,walk).', 'hasKnownTransportMode(seg010_3566_5,bus).', 'hasKnownTransportMode(seg010_3566_5,walk).']	['hasVelocity(seg010_3566_1,medium).', 'hasVelocity(seg010_3566_2,very_slow).', 'hasVelocity(seg010_3566_3,fast).', 'hasVelocity(seg010_3566_4,very_slow).', 'hasVelocity(seg010_3566_5,very_fast).']	['hasAcceleration(seg010_3566_1,faster).', 'hasAcceleration(seg010_3566_2,much_slower).', 'hasAcceleration(seg010_3566_3,much_faster).', 'hasAcceleration(seg010_3566_4,much_slower).', 'hasAcceleration(seg010_3566_5,much_faster).']	['empty', 'empty', 'hasChangepoint(seg010_3566_3).', 'empty', 'hasChangepoint(seg010_3566_5).']	['previousSegmentRelation(seg010_3566_0,seg010_3566_1).', 'previousSegmentRelation(seg010_3566_1,seg010_3566_2).', 'previousSegmentRelation(seg010_3566_2,seg010_3566_3).', 'previousSegmentRelation(seg010_3566_3,seg010_3566_4).', 'previousSegmentRelation(seg010_3566_4,seg010_3566_5).']	hasStopPoint(seg010_3566_0,none).	['hasStopPoint(seg010_3566_1,none).', 'hasStopPoint(seg010_3566_2,none).', 'hasStopPoint(seg010_3566_3,none).', 'hasStopPoint(seg010_3566_4,none).', 'hasStopPoint(seg010_3566_5,none).']
4	['bus']	segment(seg010_3567_0).	['segment(seg010_3567_1).', 'segment(seg010_3567_2).', 'segment(seg010_3567_3).', 'segment(seg010_3567_4).', 'segment(seg010_3567_5).']	['hasTransportMode(seg010_3567_0,bike).', 'hasTransportMode(seg010_3567_0,car).', 'hasTransportMode(seg010_3567_0,walk).']	['hasTransportMode(seg010_3567_0,bus).']	hasVelocity(seg010_3567_0,medium).	hasAcceleration(seg010_3567_0,slightly_slower).	empty	empty	['hasKnownTransportMode(seg010_3567_1,bus).', 'hasKnownTransportMode(seg010_3567_2,bus).', 'hasKnownTransportMode(seg010_3567_3,bus).', 'hasKnownTransportMode(seg010_3567_4,walk).', 'hasKnownTransportMode(seg010_3567_4,bus).', 'hasKnownTransportMode(seg010_3567_5,walk).']	['hasVelocity(seg010_3567_1,medium).', 'hasVelocity(seg010_3567_2,above_medium).', 'hasVelocity(seg010_3567_3,very_slow).', 'hasVelocity(seg010_3567_4,fast).', 'hasVelocity(seg010_3567_5,very_slow).']	['hasAcceleration(seg010_3567_1,unchanged).', 'hasAcceleration(seg010_3567_2,much_faster).', 'hasAcceleration(seg010_3567_3,much_slower).', 'hasAcceleration(seg010_3567_4,much_faster).', 'hasAcceleration(seg010_3567_5,much_slower).']	['empty', 'empty', 'empty', 'hasChangepoint(seg010_3567_4).', 'empty']	['previousSegmentRelation(seg010_3567_0,seg010_3567_1).', 'previousSegmentRelation(seg010_3567_1,seg010_3567_2).', 'previousSegmentRelation(seg010_3567_2,seg010_3567_3).', 'previousSegmentRelation(seg010_3567_3,seg010_3567_4).', 'previousSegmentRelation(seg010_3567_4,seg010_3567_5).']	hasStopPoint(seg010_3567_0,none).	['hasStopPoint(seg010_3567_1,none).', 'hasStopPoint(seg010_3567_2,none).', 'hasStopPoint(seg010_3567_3,none).', 'hasStopPoint(seg010_3567_4,none).', 'hasStopPoint(seg010_3567_5,none).']
5	['bus']	segment(seg010_3568_0).	['segment(seg010_3568_1).', 'segment(seg010_3568_2).', 'segment(seg010_3568_3).', 'segment(seg010_3568_4).', 'segment(seg010_3568_5).']	['hasTransportMode(seg010_3568_0,bike).', 'hasTransportMode(seg010_3568_0,car).', 'hasTransportMode(seg010_3568_0,walk).']	['hasTransportMode(seg010_3568_0,bus).']	hasVelocity(seg010_3568_0,below_medium).	hasAcceleration(seg010_3568_0,slightly_slower).	empty	empty	['hasKnownTransportMode(seg010_3568_1,bus).', 'hasKnownTransportMode(seg010_3568_2,bus).', 'hasKnownTransportMode(seg010_3568_3,bus).', 'hasKnownTransportMode(seg010_3568_4,bus).', 'hasKnownTransportMode(seg010_3568_5,walk).', 'hasKnownTransportMode(seg010_3568_5,bus).']	['hasVelocity(seg010_3568_1,medium).', 'hasVelocity(seg010_3568_2,above_medium).', 'hasVelocity(seg010_3568_3,above_medium).', 'hasVelocity(seg010_3568_4,very_slow).', 'hasVelocity(seg010_3568_5,fast).']	['hasAcceleration(seg010_3568_1,slightly_slower).', 'hasAcceleration(seg010_3568_2,unchanged).', 'hasAcceleration(seg010_3568_3,much_faster).', 'hasAcceleration(seg010_3568_4,much_slower).', 'hasAcceleration(seg010_3568_5,much_faster).']	['empty', 'empty', 'empty', 'empty', 'hasChangepoint(seg010_3568_5).']	['previousSegmentRelation(seg010_3568_0,seg010_3568_1).', 'previousSegmentRelation(seg010_3568_1,seg010_3568_2).', 'previousSegmentRelation(seg010_3568_2,seg010_3568_3).', 'previousSegmentRelation(seg010_3568_3,seg010_3568_4).', 'previousSegmentRelation(seg010_3568_4,seg010_3568_5).']	hasStopPoint(seg010_3568_0,none).	['hasStopPoint(seg010_3568_1,none).', 'hasStopPoint(seg010_3568_2,none).', 'hasStopPoint(seg010_3568_3,none).', 'hasStopPoint(seg010_3568_4,none).', 'hasStopPoint(seg010_3568_5,none).']
6	['bus']	segment(seg010_3569_0).	['segment(seg010_3569_1).', 'segment(seg010_3569_2).', 'segment(seg010_3569_3).', 'segment(seg010_3569_4).', 'segment(seg010_3569_5).']	['hasTransportMode(seg010_3569_0,bike).', 'hasTransportMode(seg010_3569_0,car).', 'hasTransportMode(seg010_3569_0,walk).']	['hasTransportMode(seg010_3569_0,bus).']	hasVelocity(seg010_3569_0,very_slow).	hasAcceleration(seg010_3569_0,slower).	empty	empty	['hasKnownTransportMode(seg010_3569_1,bus).', 'hasKnownTransportMode(seg010_3569_2,bus).', 'hasKnownTransportMode(seg010_3569_3,bus).', 'hasKnownTransportMode(seg010_3569_4,bus).', 'hasKnownTransportMode(seg010_3569_5,bus).']	['hasVelocity(seg010_3569_1,below_medium).', 'hasVelocity(seg010_3569_2,medium).', 'hasVelocity(seg010_3569_3,above_medium).', 'hasVelocity(seg010_3569_4,above_medium).', 'hasVelocity(seg010_3569_5,very_slow).']	['hasAcceleration(seg010_3569_1,slightly_slower).', 'hasAcceleration(seg010_3569_2,slower).', 'hasAcceleration(seg010_3569_3,unchanged).', 'hasAcceleration(seg010_3569_4,much_faster).', 'hasAcceleration(seg010_3569_5,much_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg010_3569_0,seg010_3569_1).', 'previousSegmentRelation(seg010_3569_1,seg010_3569_2).', 'previousSegmentRelation(seg010_3569_2,seg010_3569_3).', 'previousSegmentRelation(seg010_3569_3,seg010_3569_4).', 'previousSegmentRelation(seg010_3569_4,seg010_3569_5).']	hasStopPoint(seg010_3569_0,none).	['hasStopPoint(seg010_3569_1,none).', 'hasStopPoint(seg010_3569_2,none).', 'hasStopPoint(seg010_3569_3,none).', 'hasStopPoint(seg010_3569_4,none).', 'hasStopPoint(seg010_3569_5,none).']
7	['bus']	segment(seg010_3570_0).	['segment(seg010_3570_1).', 'segment(seg010_3570_2).', 'segment(seg010_3570_3).', 'segment(seg010_3570_4).', 'segment(seg010_3570_5).']	['hasTransportMode(seg010_3570_0,bike).', 'hasTransportMode(seg010_3570_0,car).', 'hasTransportMode(seg010_3570_0,walk).']	['hasTransportMode(seg010_3570_0,bus).']	hasVelocity(seg010_3570_0,medium).	hasAcceleration(seg010_3570_0,much_faster).	empty	empty	['hasKnownTransportMode(seg010_3570_1,bus).', 'hasKnownTransportMode(seg010_3570_2,bus).', 'hasKnownTransportMode(seg010_3570_3,bus).', 'hasKnownTransportMode(seg010_3570_4,bus).', 'hasKnownTransportMode(seg010_3570_5,bus).']	['hasVelocity(seg010_3570_1,very_slow).', 'hasVelocity(seg010_3570_2,below_medium).', 'hasVelocity(seg010_3570_3,medium).', 'hasVelocity(seg010_3570_4,above_medium).', 'hasVelocity(seg010_3570_5,above_medium).']	['hasAcceleration(seg010_3570_1,slower).', 'hasAcceleration(seg010_3570_2,unchanged).', 'hasAcceleration(seg010_3570_3,slower).', 'hasAcceleration(seg010_3570_4,unchanged).', 'hasAcceleration(seg010_3570_5,much_faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg010_3570_0,seg010_3570_1).', 'previousSegmentRelation(seg010_3570_1,seg010_3570_2).', 'previousSegmentRelation(seg010_3570_2,seg010_3570_3).', 'previousSegmentRelation(seg010_3570_3,seg010_3570_4).', 'previousSegmentRelation(seg010_3570_4,seg010_3570_5).']	hasStopPoint(seg010_3570_0,none).	['hasStopPoint(seg010_3570_1,none).', 'hasStopPoint(seg010_3570_2,none).', 'hasStopPoint(seg010_3570_3,none).', 'hasStopPoint(seg010_3570_4,none).', 'hasStopPoint(seg010_3570_5,none).']
8	['bus']	segment(seg010_3571_0).	['segment(seg010_3571_1).', 'segment(seg010_3571_2).', 'segment(seg010_3571_3).', 'segment(seg010_3571_4).', 'segment(seg010_3571_5).']	['hasTransportMode(seg010_3571_0,bike).', 'hasTransportMode(seg010_3571_0,car).', 'hasTransportMode(seg010_3571_0,walk).']	['hasTransportMode(seg010_3571_0,bus).']	hasVelocity(seg010_3571_0,above_medium).	hasAcceleration(seg010_3571_0,faster).	empty	empty	['hasKnownTransportMode(seg010_3571_1,bus).', 'hasKnownTransportMode(seg010_3571_2,bus).', 'hasKnownTransportMode(seg010_3571_3,bus).', 'hasKnownTransportMode(seg010_3571_4,bus).', 'hasKnownTransportMode(seg010_3571_5,bus).']	['hasVelocity(seg010_3571_1,medium).', 'hasVelocity(seg010_3571_2,medium).', 'hasVelocity(seg010_3571_3,below_medium).', 'hasVelocity(seg010_3571_4,medium).', 'hasVelocity(seg010_3571_5,above_medium).']	['hasAcceleration(seg010_3571_1,much_faster).', 'hasAcceleration(seg010_3571_2,faster).', 'hasAcceleration(seg010_3571_3,unchanged).', 'hasAcceleration(seg010_3571_4,slower).', 'hasAcceleration(seg010_3571_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg010_3571_0,seg010_3571_1).', 'previousSegmentRelation(seg010_3571_1,seg010_3571_2).', 'previousSegmentRelation(seg010_3571_2,seg010_3571_3).', 'previousSegmentRelation(seg010_3571_3,seg010_3571_4).', 'previousSegmentRelation(seg010_3571_4,seg010_3571_5).']	hasStopPoint(seg010_3571_0,none).	['hasStopPoint(seg010_3571_1,none).', 'hasStopPoint(seg010_3571_2,none).', 'hasStopPoint(seg010_3571_3,none).', 'hasStopPoint(seg010_3571_4,none).', 'hasStopPoint(seg010_3571_5,none).']
9	['bus']	segment(seg010_3572_0).	['segment(seg010_3572_1).', 'segment(seg010_3572_2).', 'segment(seg010_3572_3).', 'segment(seg010_3572_4).', 'segment(seg010_3572_5).']	['hasTransportMode(seg010_3572_0,bike).', 'hasTransportMode(seg010_3572_0,car).', 'hasTransportMode(seg010_3572_0,walk).']	['hasTransportMode(seg010_3572_0,bus).']	hasVelocity(seg010_3572_0,medium).	hasAcceleration(seg010_3572_0,slower).	empty	empty	['hasKnownTransportMode(seg010_3572_1,bus).', 'hasKnownTransportMode(seg010_3572_2,bus).', 'hasKnownTransportMode(seg010_3572_3,bus).', 'hasKnownTransportMode(seg010_3572_4,bus).', 'hasKnownTransportMode(seg010_3572_5,bus).']	['hasVelocity(seg010_3572_1,above_medium).', 'hasVelocity(seg010_3572_2,medium).', 'hasVelocity(seg010_3572_3,medium).', 'hasVelocity(seg010_3572_4,below_medium).', 'hasVelocity(seg010_3572_5,medium).']	['hasAcceleration(seg010_3572_1,faster).', 'hasAcceleration(seg010_3572_2,unchanged).', 'hasAcceleration(seg010_3572_3,faster).', 'hasAcceleration(seg010_3572_4,unchanged).', 'hasAcceleration(seg010_3572_5,slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg010_3572_0,seg010_3572_1).', 'previousSegmentRelation(seg010_3572_1,seg010_3572_2).', 'previousSegmentRelation(seg010_3572_2,seg010_3572_3).', 'previousSegmentRelation(seg010_3572_3,seg010_3572_4).', 'previousSegmentRelation(seg010_3572_4,seg010_3572_5).']	hasStopPoint(seg010_3572_0,none).	['hasStopPoint(seg010_3572_1,none).', 'hasStopPoint(seg010_3572_2,none).', 'hasStopPoint(seg010_3572_3,none).', 'hasStopPoint(seg010_3572_4,none).', 'hasStopPoint(seg010_3572_5,none).']
