	transMode	startDate	endDate	distance	speed	acceleration	hasChangepoint	hasStopPoint
15806	['walk']	2008-08-16 05:44:13	2008-08-16 05:44:28	102.36494403870405	7.0	-5.0	False	0
15807	['walk']	2008-08-16 05:44:28	2008-08-16 05:45:08	144.97161600639214	4.0	-3.0	False	0
15808	['walk']	2008-08-16 05:45:08	2008-08-16 05:45:13	126.46265560678242	25.0	21.0	False	0
15809	['walk']	2008-08-16 05:45:13	2008-08-16 05:46:28	101.56508121378918	1.0	-24.0	False	0
15810	['walk']	2008-08-16 05:46:28	2008-08-16 05:54:13	101.18557403638671	0.0	-1.0	False	0
15811	['walk', 'bus']	2008-08-16 05:54:13	2008-08-16 05:55:03	111.76255055513073	2.0	2.0	True	0
15812	['bus']	2008-08-16 05:55:03	2008-08-16 05:55:33	106.78635298042573	4.0	2.0	False	0
15813	['bus']	2008-08-16 05:55:33	2008-08-16 05:56:23	101.22989500115436	2.0	-2.0	False	1
15814	['bus']	2008-08-16 05:56:23	2008-08-16 05:57:33	117.67728384564282	2.0	0.0	False	3
15815	['bus']	2008-08-16 05:57:33	2008-08-16 05:58:23	103.9254609362655	2.0	0.0	False	1
15816	['bus']	2008-08-16 05:58:23	2008-08-16 05:58:48	102.00576118416068	4.0	2.0	False	0
15817	['bus']	2008-08-16 05:58:48	2008-08-16 05:59:23	118.15724397075755	3.0	-1.0	False	0
15818	['bus']	2008-08-16 05:59:23	2008-08-16 05:59:48	120.00135362559048	5.0	2.0	False	0
15819	['bus', 'walk']	2008-08-16 05:59:48	2008-08-16 06:01:08	101.17826611426486	1.0	-4.0	True	1
15820	['walk']	2008-08-16 06:01:08	2008-08-16 06:02:43	102.02025797614246	1.0	0.0	False	0
15821	['walk']	2008-08-16 06:02:43	2008-08-16 06:04:23	103.21163503574508	1.0	0.0	False	0
15822	['walk']	2008-08-16 06:04:23	2008-08-16 10:16:38	103.36310519911312	0.0	-1.0	False	0
15823	['walk']	2008-08-16 10:16:38	2008-08-16 10:17:58	121.51302533162115	2.0	2.0	False	1
15824	['walk']	2008-08-16 10:17:58	2008-08-16 10:19:28	100.13333905446058	1.0	-1.0	False	2
15825	['walk']	2008-08-16 10:19:28	2008-08-16 10:20:33	102.99412976852113	2.0	1.0	False	0
15826	['walk', 'bus']	2008-08-16 10:20:33	2008-08-16 10:22:33	112.65705262545379	1.0	-1.0	True	2
15827	['bus']	2008-08-16 10:22:33	2008-08-16 10:22:43	130.68918951879147	13.0	12.0	False	0
15828	['bus']	2008-08-16 10:22:43	2008-08-16 10:22:48	112.31377893568992	22.0	9.0	False	0
15829	['bus']	2008-08-16 10:22:48	2008-08-16 10:22:53	118.9872258775649	24.0	2.0	False	0
15830	['bus']	2008-08-16 10:22:53	2008-08-16 10:22:58	118.43260957563194	24.0	0.0	False	0
15831	['bus']	2008-08-16 10:22:58	2008-08-16 10:23:03	101.33005092751704	20.0	-4.0	False	0
15832	['bus']	2008-08-16 10:23:03	2008-08-16 10:23:33	105.1412102804826	4.0	-16.0	False	0
15833	['bus']	2008-08-16 10:23:33	2008-08-16 10:23:53	100.31288139607265	5.0	1.0	False	0
15834	['bus']	2008-08-16 10:23:53	2008-08-16 10:24:13	103.01457365099569	5.0	0.0	False	1
15835	['bus']	2008-08-16 10:24:13	2008-08-16 10:24:23	148.90038931083302	15.0	10.0	False	0
15836	['bus']	2008-08-16 10:24:23	2008-08-16 10:24:28	111.75213394418263	22.0	7.0	False	0
15837	['bus']	2008-08-16 10:24:28	2008-08-16 10:24:33	125.26000972947202	25.0	3.0	False	0
