	transMode	startDate	endDate	distance	speed	acceleration	hasChangepoint	hasStopPoint
2157	['walk']	2008-08-24 07:54:57	2008-08-24 07:55:07	176.22811140021835	18.0	-7.0	False	0
2158	['walk']	2008-08-24 07:55:07	2008-08-24 07:55:12	112.73650007795536	23.0	5.0	False	0
2159	['walk']	2008-08-24 07:55:12	2008-08-24 07:55:22	112.42447083213622	11.0	-12.0	False	0
2160	['walk']	2008-08-24 07:55:22	2008-08-24 07:55:27	151.89021844499143	30.0	19.0	False	0
2161	['walk']	2008-08-24 07:55:27	2008-08-24 07:55:32	129.4235370879042	26.0	-4.0	False	0
2162	['walk']	2008-08-24 07:55:32	2008-08-24 07:55:37	112.90115635006744	23.0	-3.0	False	0
2163	['walk']	2008-08-24 07:55:37	2008-08-24 07:55:42	195.07770597100284	39.0	16.0	False	0
2164	['walk']	2008-08-24 07:55:42	2008-08-24 07:55:47	139.53589925292346	28.0	-11.0	False	0
2165	['bus']	2008-08-24 07:55:47	2008-08-24 08:05:36	124.46750629890606	0.0	-28.0	False	0
2166	['bus']	2008-08-24 08:05:36	2008-08-24 08:05:56	112.98890617977884	6.0	6.0	False	0
2167	['bus']	2008-08-24 08:05:56	2008-08-24 08:06:21	108.98697578156904	4.0	-2.0	False	0
2168	['bus']	2008-08-24 08:06:21	2008-08-24 08:07:41	109.92659160504692	1.0	-3.0	False	0
2169	['bus']	2008-08-24 08:07:41	2008-08-24 08:08:01	120.19605444545287	6.0	5.0	False	0
2170	['bus']	2008-08-24 08:08:01	2008-08-24 08:08:36	101.74278054768176	3.0	-3.0	False	0
2171	['bus']	2008-08-24 08:08:36	2008-08-24 08:10:16	111.44348649615553	1.0	-2.0	False	3
2172	['bus']	2008-08-24 08:10:16	2008-08-24 08:11:51	103.0356522003525	1.0	0.0	False	2
2173	['bus']	2008-08-24 08:11:51	2008-08-24 08:12:11	115.54059270998586	6.0	5.0	False	0
2174	['bus']	2008-08-24 08:12:11	2008-08-24 08:12:31	113.88589691381544	6.0	0.0	False	0
2175	['bus']	2008-08-24 08:12:31	2008-08-24 08:13:16	103.9729528854231	2.0	-4.0	False	0
2176	['bus']	2008-08-24 08:13:16	2008-08-24 08:16:16	111.85469262798176	1.0	-1.0	False	3
2177	['bus']	2008-08-24 08:16:16	2008-08-24 08:17:11	102.98902992602771	2.0	1.0	False	1
2178	['bus']	2008-08-24 08:17:11	2008-08-24 08:18:31	111.64381374977467	1.0	-1.0	False	1
2179	['bus']	2008-08-24 08:18:31	2008-08-24 08:19:16	111.31337552413626	2.0	1.0	False	1
2180	['bus']	2008-08-24 08:19:16	2008-08-24 08:19:46	114.98882444484782	4.0	2.0	False	0
2181	['bus']	2008-08-24 08:19:46	2008-08-24 08:20:11	103.65916753241595	4.0	0.0	False	0
2182	['bus']	2008-08-24 08:20:11	2008-08-24 08:21:06	111.09169433977895	2.0	-2.0	False	0
2183	['bus']	2008-08-24 08:21:06	2008-08-24 08:21:26	114.60747196015997	6.0	4.0	False	0
2184	['bus']	2008-08-24 08:21:26	2008-08-24 08:22:41	116.45444536464854	2.0	-4.0	False	2
2185	['bus']	2008-08-24 08:22:41	2008-08-24 08:23:06	110.79878029806616	4.0	2.0	False	0
2186	['bus']	2008-08-24 08:23:06	2008-08-24 08:23:41	110.12208188301517	3.0	-1.0	False	0
2187	['bus']	2008-08-24 08:23:41	2008-08-24 08:25:06	108.38382885157891	1.0	-2.0	False	2
2188	['bus']	2008-08-24 08:25:06	2008-08-24 08:25:41	102.786478741333	3.0	2.0	False	0
2189	['bus']	2008-08-24 08:25:41	2008-08-24 08:26:31	102.52915115718382	2.0	-1.0	False	1
2190	['bus']	2008-08-24 08:26:31	2008-08-24 08:27:41	107.08146453058498	2.0	0.0	False	1
2191	['bus']	2008-08-24 08:27:41	2008-08-24 08:28:06	107.17073319815643	4.0	2.0	False	0
2192	['bus']	2008-08-24 08:28:06	2008-08-24 08:28:26	112.64156643182584	6.0	2.0	False	0
2193	['bus']	2008-08-24 08:28:26	2008-08-24 08:30:31	110.85432894481086	1.0	-5.0	False	3
2194	['bus']	2008-08-24 08:30:31	2008-08-24 08:30:51	107.79316513809992	5.0	4.0	False	0
2195	['bus']	2008-08-24 08:30:51	2008-08-24 08:31:11	115.5609017362382	6.0	1.0	False	0
2196	['bus']	2008-08-24 08:31:11	2008-08-24 08:33:06	106.024432956635	1.0	-5.0	False	2
2197	['bus']	2008-08-24 08:33:06	2008-08-24 08:33:26	113.56529314540168	6.0	5.0	False	0
2198	['bus']	2008-08-24 08:33:26	2008-08-24 08:33:46	103.78432565393375	5.0	-1.0	False	0
2199	['bus']	2008-08-24 08:33:46	2008-08-24 08:34:51	118.19773075070438	2.0	-3.0	False	1
2200	['bus']	2008-08-24 08:34:51	2008-08-24 08:35:11	119.37064877505512	6.0	4.0	False	0
2201	['bus']	2008-08-24 08:35:11	2008-08-24 08:35:51	109.26086197491034	3.0	-3.0	False	0
2202	['bus']	2008-08-24 08:35:51	2008-08-24 08:37:36	107.42011916773401	1.0	-2.0	False	4
2203	['bus']	2008-08-24 08:37:36	2008-08-24 08:37:46	164.40630750374876	16.0	15.0	False	0
2204	['bus']	2008-08-24 08:37:46	2008-08-24 08:37:51	126.76319656458773	25.0	9.0	False	0
2205	['bus']	2008-08-24 08:37:51	2008-08-24 08:38:01	100.14753928439137	10.0	-15.0	False	0
2206	['bus']	2008-08-24 08:38:01	2008-08-24 08:38:26	115.87296392634121	5.0	-5.0	False	1
2207	['bus']	2008-08-24 08:38:26	2008-08-24 08:38:41	108.1083831575388	7.0	2.0	False	0
2208	['bus']	2008-08-24 08:38:41	2008-08-24 08:38:51	142.44855491826658	14.0	7.0	False	0
2209	['bus']	2008-08-24 08:38:51	2008-08-24 08:38:56	117.99591322523142	24.0	10.0	False	0
2210	['bus']	2008-08-24 08:38:56	2008-08-24 08:39:01	126.46259075429334	25.0	1.0	False	0
2211	['bus']	2008-08-24 08:39:01	2008-08-24 08:39:06	117.67084109196924	24.0	-1.0	False	0
2212	['bus']	2008-08-24 08:39:06	2008-08-24 08:39:16	113.1638063892218	11.0	-13.0	False	0
2213	['bus']	2008-08-24 08:39:16	2008-08-24 08:39:26	142.94714455303205	14.0	3.0	False	0
2214	['bus']	2008-08-24 08:39:26	2008-08-24 08:39:31	134.008000688199	27.0	13.0	False	0
2215	['bus']	2008-08-24 08:39:31	2008-08-24 08:39:36	134.78754442174682	27.0	0.0	False	0
2216	['bus']	2008-08-24 08:39:36	2008-08-24 08:39:41	105.75264938397902	21.0	-6.0	False	0
2217	['bus']	2008-08-24 08:39:41	2008-08-24 08:40:06	117.55983920645154	5.0	-16.0	False	0
2218	['bus']	2008-08-24 08:40:06	2008-08-24 08:40:11	112.10455094623109	22.0	17.0	False	0
2219	['bus']	2008-08-24 08:40:11	2008-08-24 08:40:16	133.68024261716968	27.0	5.0	False	0
2220	['bus']	2008-08-24 08:40:16	2008-08-24 08:40:21	119.47945728134934	24.0	-3.0	False	0
2221	['bus']	2008-08-24 08:40:21	2008-08-24 08:40:26	111.80710252187782	22.0	-2.0	False	0
2222	['bus']	2008-08-24 08:40:26	2008-08-24 08:40:31	103.57568049575184	21.0	-1.0	False	0
2223	['bus']	2008-08-24 08:40:31	2008-08-24 08:40:41	127.36549488635671	13.0	-8.0	False	0
2224	['bus']	2008-08-24 08:40:41	2008-08-24 08:41:11	112.98315437575407	4.0	-9.0	False	1
2225	['bus']	2008-08-24 08:41:11	2008-08-24 08:41:21	126.68029402292404	13.0	9.0	False	0
2226	['bus']	2008-08-24 08:41:21	2008-08-24 08:41:36	118.34256651969733	8.0	-5.0	False	0
2227	['bus']	2008-08-24 08:41:36	2008-08-24 08:41:46	165.92943427677744	17.0	9.0	False	0
2228	['bus']	2008-08-24 08:41:46	2008-08-24 08:41:51	135.00667769493276	27.0	10.0	False	0
2229	['bus']	2008-08-24 08:41:51	2008-08-24 08:41:56	132.78613124440176	27.0	0.0	False	0
2230	['bus']	2008-08-24 08:41:56	2008-08-24 08:42:01	131.99433608779157	26.0	-1.0	False	0
2231	['bus']	2008-08-24 08:42:01	2008-08-24 08:42:06	130.988878239396	26.0	0.0	False	0
2232	['bus']	2008-08-24 08:42:06	2008-08-24 08:42:11	131.87865855585278	26.0	0.0	False	0
2233	['bus']	2008-08-24 08:42:11	2008-08-24 08:42:16	134.32463813357936	27.0	1.0	False	0
2234	['bus']	2008-08-24 08:42:16	2008-08-24 08:42:21	136.10491949755306	27.0	0.0	False	0
2235	['bus']	2008-08-24 08:42:21	2008-08-24 08:42:26	135.77133890555743	27.0	0.0	False	0
2236	['bus']	2008-08-24 08:42:26	2008-08-24 08:42:31	132.78035252293995	27.0	0.0	False	0
2237	['bus']	2008-08-24 08:42:31	2008-08-24 08:42:36	125.553425172831	25.0	-2.0	False	0
2238	['bus']	2008-08-24 08:42:36	2008-08-24 08:42:41	114.87592884336789	23.0	-2.0	False	0
2239	['bus']	2008-08-24 08:42:41	2008-08-24 08:42:46	120.77995199066766	24.0	1.0	False	0
2240	['bus']	2008-08-24 08:42:46	2008-08-24 08:42:51	113.65417490583718	23.0	-1.0	False	0
2241	['bus']	2008-08-24 08:42:51	2008-08-24 08:43:06	102.57730596542305	7.0	-16.0	False	0
2242	['bus']	2008-08-24 08:43:06	2008-08-24 08:43:41	110.02640266305369	3.0	-4.0	False	1
2243	['bus']	2008-08-24 08:43:41	2008-08-24 08:43:46	144.19560859918826	29.0	26.0	False	0
2244	['bus']	2008-08-24 08:43:46	2008-08-24 08:43:51	175.5845401947235	35.0	6.0	False	0
2245	['bus']	2008-08-24 08:43:51	2008-08-24 08:43:56	170.0356656634637	34.0	-1.0	False	0
2246	['bus']	2008-08-24 08:43:56	2008-08-24 08:44:01	159.8081502450999	32.0	-2.0	False	0
2247	['bus']	2008-08-24 08:44:01	2008-08-24 08:44:06	141.55454121064253	28.0	-4.0	False	0
2248	['bus']	2008-08-24 08:44:06	2008-08-24 08:44:11	140.35076994589474	28.0	0.0	False	0
2249	['bus']	2008-08-24 08:44:11	2008-08-24 08:44:16	143.90978937229372	29.0	1.0	False	0
2250	['bus']	2008-08-24 08:44:16	2008-08-24 08:44:21	148.67710451261414	30.0	1.0	False	0
2251	['bus']	2008-08-24 08:44:21	2008-08-24 08:44:26	140.00400523232753	28.0	-2.0	False	0
2252	['bus']	2008-08-24 08:44:26	2008-08-24 08:44:31	128.54661049377418	26.0	-2.0	False	0
2253	['bus']	2008-08-24 08:44:31	2008-08-24 08:44:36	106.76252048418873	21.0	-5.0	False	0
2254	['bus']	2008-08-24 08:44:36	2008-08-24 08:45:11	125.77526476534908	4.0	-17.0	False	1
2255	['bus']	2008-08-24 08:45:11	2008-08-24 08:45:21	116.1128298196122	12.0	8.0	False	0
2256	['bus']	2008-08-24 08:45:21	2008-08-24 08:45:31	101.53586089043846	10.0	-2.0	False	0
2257	['bus']	2008-08-24 08:45:31	2008-08-24 08:46:36	128.19072687665192	2.0	-8.0	False	1
2258	['bus']	2008-08-24 08:46:36	2008-08-24 08:46:41	109.44037088746705	22.0	20.0	False	0
2259	['bus']	2008-08-24 08:46:41	2008-08-24 08:46:46	106.99253679192611	21.0	-1.0	False	0
2260	['bus']	2008-08-24 08:46:46	2008-08-24 08:46:51	103.31492241182491	21.0	0.0	False	0
2261	['bus']	2008-08-24 08:46:51	2008-08-24 08:47:06	114.31173149625147	8.0	-13.0	False	0
2262	['bus']	2008-08-24 08:47:06	2008-08-24 08:47:31	124.78276868342073	5.0	-3.0	False	1
2263	['bus']	2008-08-24 08:47:31	2008-08-24 08:47:36	111.22557052399112	22.0	17.0	False	0
2264	['bus']	2008-08-24 08:47:36	2008-08-24 08:47:41	134.2372883693634	27.0	5.0	False	0
2265	['bus']	2008-08-24 08:47:41	2008-08-24 08:47:46	130.8022829639616	26.0	-1.0	False	0
2266	['bus']	2008-08-24 08:47:46	2008-08-24 08:47:51	129.00438428689256	26.0	0.0	False	0
2267	['bus']	2008-08-24 08:47:51	2008-08-24 08:47:56	137.89189803844005	28.0	2.0	False	0
2268	['bus']	2008-08-24 08:47:56	2008-08-24 08:48:01	136.77994905698364	27.0	-1.0	False	0
2269	['bus']	2008-08-24 08:48:01	2008-08-24 08:48:06	135.1077169312635	27.0	0.0	False	0
2270	['bus']	2008-08-24 08:48:06	2008-08-24 08:48:11	127.10265796275854	25.0	-2.0	False	0
2271	['bus']	2008-08-24 08:48:11	2008-08-24 08:48:16	100.63482106945591	20.0	-5.0	False	0
2272	['bus']	2008-08-24 08:48:16	2008-08-24 08:48:31	101.29420432760261	7.0	-13.0	False	0
2273	['bus']	2008-08-24 08:48:31	2008-08-24 08:49:06	101.58219862421099	3.0	-4.0	False	0
2274	['bus']	2008-08-24 08:49:06	2008-08-24 08:49:26	100.26502970067509	5.0	2.0	False	0
2275	['bus']	2008-08-24 08:49:26	2008-08-24 08:50:01	119.7712137498642	3.0	-2.0	False	0
2276	['bus']	2008-08-24 08:50:01	2008-08-24 08:50:21	107.77785929173504	5.0	2.0	False	0
2277	['bus']	2008-08-24 08:50:21	2008-08-24 08:50:46	100.33086198163792	4.0	-1.0	False	0
2278	['bus']	2008-08-24 08:50:46	2008-08-24 08:51:11	147.24374397351158	6.0	2.0	False	0
2279	['bus']	2008-08-24 08:51:11	2008-08-24 08:51:16	119.55272609538724	24.0	18.0	False	0
2280	['bus']	2008-08-24 08:51:16	2008-08-24 08:51:21	111.75723715117681	22.0	-2.0	False	0
2281	['bus']	2008-08-24 08:51:21	2008-08-24 08:51:31	105.97898997975726	11.0	-11.0	False	0
2282	['bus']	2008-08-24 08:51:31	2008-08-24 08:52:06	135.47952195765953	4.0	-7.0	False	1
2283	['bus']	2008-08-24 08:52:06	2008-08-24 08:52:11	111.75265518473091	22.0	18.0	False	0
2284	['bus']	2008-08-24 08:52:11	2008-08-24 08:52:16	120.2022312393818	24.0	2.0	False	0
2285	['bus']	2008-08-24 08:52:16	2008-08-24 08:52:21	130.3311169995831	26.0	2.0	False	0
2286	['bus']	2008-08-24 08:52:21	2008-08-24 08:52:26	130.77693900887567	26.0	0.0	False	0
2287	['bus']	2008-08-24 08:52:26	2008-08-24 08:52:31	118.4366820152712	24.0	-2.0	False	0
