	transMode	startDate	endDate	distance	speed	acceleration	hasChangepoint	hasStopPoint
4778	['bus']	2008-07-28 00:27:32	2008-07-28 00:28:30	105.76915948940827	2.0	-4.0	False	0
4779	['bus']	2008-07-28 00:28:30	2008-07-28 00:28:50	108.79208284149374	5.0	3.0	False	0
4780	['bus']	2008-07-28 00:28:50	2008-07-28 00:29:08	101.63545901039888	6.0	1.0	False	0
4781	['bus']	2008-07-28 00:29:08	2008-07-28 00:29:46	103.79421208205225	3.0	-3.0	False	0
4782	['bus']	2008-07-28 00:29:46	2008-07-28 00:31:02	104.81168711065799	1.0	-2.0	False	0
4783	['bus']	2008-07-28 00:31:02	2008-07-28 00:31:26	102.97171428234678	4.0	3.0	False	0
4784	['bus']	2008-07-28 00:31:26	2008-07-28 00:32:34	101.15502388511645	1.0	-3.0	False	0
4785	['bus']	2008-07-28 00:32:34	2008-07-28 00:33:48	100.66608777642526	1.0	0.0	False	0
4786	['bus']	2008-07-28 00:33:48	2008-07-28 00:35:06	105.25961678244735	1.0	0.0	False	0
4787	['bus']	2008-07-28 00:35:06	2008-07-28 00:35:34	105.4469991579335	4.0	3.0	False	0
4788	['bus']	2008-07-28 00:35:34	2008-07-28 00:36:44	108.41995611659505	2.0	-2.0	False	0
4789	['bus']	2008-07-28 00:36:44	2008-07-28 00:37:16	100.7458976601282	3.0	1.0	False	0
4790	['bus']	2008-07-28 00:37:16	2008-07-28 00:38:24	103.91637341448627	2.0	-1.0	False	0
4791	['walk']	2008-07-28 00:38:24	2008-07-28 00:39:44	103.12297436032767	1.0	-1.0	False	0
4792	['walk']	2008-07-28 00:39:44	2008-07-28 00:40:24	103.59433560777663	3.0	2.0	False	0
4793	['walk']	2008-07-28 00:40:24	2008-07-28 00:41:20	104.57242266992995	2.0	-1.0	False	0
4794	['walk']	2008-07-28 00:41:20	2008-07-28 00:42:28	104.70293553518867	2.0	0.0	False	0
4795	['walk']	2008-07-28 00:42:28	2008-07-28 00:42:52	209.74102711675545	9.0	7.0	False	0
