	transMode	startDate	endDate	distance	speed	acceleration	hasChangepoint	hasStopPoint
5060	['walk']	2011-10-22 02:41:42	2011-10-22 02:41:45	104.75761759632704	35.0	25.0	False	0
5061	['walk']	2011-10-22 02:41:45	2011-10-22 02:41:48	100.19271678362237	33.0	-2.0	False	0
5062	['walk']	2011-10-22 02:41:48	2011-10-22 02:42:06	101.87748961362676	6.0	-27.0	False	0
5063	['walk']	2011-10-22 02:42:06	2011-10-22 02:42:11	801.5553707226051	160.0	154.0	False	0
5064	['walk']	2011-10-22 02:42:11	2011-10-22 02:45:28	743.8893363371964	4.0	-156.0	False	0
5065	['walk']	2011-10-22 02:45:28	2011-10-22 02:45:30	173.39180577843712	87.0	83.0	False	0
5066	['walk']	2011-10-22 02:45:30	2011-10-22 02:45:54	114.45149476451478	5.0	-82.0	False	0
5067	['walk']	2011-10-22 02:45:54	2011-10-22 02:46:42	101.56726448483029	2.0	-3.0	False	0
5068	['walk']	2011-10-22 02:46:42	2011-10-22 02:47:07	100.20805110471562	4.0	2.0	False	3
5069	['walk']	2011-10-22 02:47:07	2011-10-22 02:48:16	110.08523276697181	2.0	-2.0	False	8
5070	['walk']	2011-10-22 02:48:16	2011-10-22 02:48:22	100.09045955537452	17.0	15.0	False	0
5071	['walk']	2011-10-22 02:48:22	2011-10-22 02:48:36	466.2917836026395	33.0	16.0	False	2
5072	['walk']	2011-10-22 02:48:36	2011-10-22 02:50:33	2235.052771215367	19.0	-14.0	False	0
