	transMode	startDate	endDate	distance	speed	acceleration	hasChangepoint	hasStopPoint
14802	['walk']	2009-03-13 10:37:27	2009-03-13 10:39:03	100.70349016563429	1.0	0.0	False	0
14803	['walk']	2009-03-13 10:39:03	2009-03-13 10:40:29	102.32408039419244	1.0	0.0	False	0
14804	['walk']	2009-03-13 10:40:29	2009-03-13 10:41:47	101.77868742801182	1.0	0.0	False	0
14805	['walk']	2009-03-13 10:41:47	2009-03-13 10:43:09	101.40924450594943	1.0	0.0	False	0
14806	['walk']	2009-03-13 10:43:09	2009-03-13 10:44:53	102.66225179212303	1.0	0.0	False	0
14807	['walk']	2009-03-13 10:44:53	2009-03-13 10:46:11	100.67661183167645	1.0	0.0	False	0
14808	['walk', 'bus']	2009-03-13 10:46:11	2009-03-13 10:48:31	104.5674024809998	1.0	0.0	True	0
14809	['bus']	2009-03-13 10:48:31	2009-03-13 10:48:59	100.90116702291002	4.0	3.0	False	0
14810	['bus']	2009-03-13 10:48:59	2009-03-13 10:49:57	105.63217582142848	2.0	-2.0	False	0
14811	['bus']	2009-03-13 10:49:57	2009-03-13 10:50:25	106.01867405591481	4.0	2.0	False	0
14812	['bus']	2009-03-13 10:50:25	2009-03-13 10:51:59	102.2962635298831	1.0	-3.0	False	0
14813	['bus']	2009-03-13 10:51:59	2009-03-13 10:52:25	106.35023059426884	4.0	3.0	False	0
14814	['bus']	2009-03-13 10:52:25	2009-03-13 10:53:41	101.23512774765338	1.0	-3.0	False	1
14815	['bus']	2009-03-13 10:53:41	2009-03-13 10:54:35	101.60575031308477	2.0	1.0	False	0
14816	['bus']	2009-03-13 10:54:35	2009-03-13 10:56:15	102.27343167509584	1.0	-1.0	False	0
14817	['bus']	2009-03-13 10:56:15	2009-03-13 10:58:05	103.53820241491974	1.0	0.0	False	0
14818	['bus']	2009-03-13 10:58:05	2009-03-13 10:59:59	100.10023604094047	1.0	0.0	False	1
14819	['bus']	2009-03-13 10:59:59	2009-03-13 11:01:07	100.38099668065797	1.0	0.0	False	3
14820	['bus']	2009-03-13 11:01:07	2009-03-13 11:01:17	105.00155687057973	11.0	10.0	False	0
14821	['bus']	2009-03-13 11:01:17	2009-03-13 11:01:45	104.06985490551516	4.0	-7.0	False	0
14822	['bus']	2009-03-13 11:01:45	2009-03-13 11:01:53	119.5650222545907	15.0	11.0	False	0
14823	['bus']	2009-03-13 11:01:53	2009-03-13 11:01:59	107.53956116160538	18.0	3.0	False	0
14824	['bus']	2009-03-13 11:01:59	2009-03-13 11:02:05	109.50032992672928	18.0	0.0	False	0
14825	['bus']	2009-03-13 11:02:05	2009-03-13 11:02:11	100.87830015133648	17.0	-1.0	False	0
14826	['bus']	2009-03-13 11:02:11	2009-03-13 11:02:17	101.75739138219987	17.0	0.0	False	0
14827	['bus']	2009-03-13 11:02:17	2009-03-13 11:02:23	106.32054179106065	18.0	1.0	False	0
14828	['bus']	2009-03-13 11:02:23	2009-03-13 11:02:31	118.02753682789599	15.0	-3.0	False	0
14829	['bus']	2009-03-13 11:02:31	2009-03-13 11:02:41	115.84054474295976	12.0	-3.0	False	0
14830	['bus']	2009-03-13 11:02:41	2009-03-13 11:04:23	102.34114890395355	1.0	-11.0	False	0
14831	['bus']	2009-03-13 11:04:23	2009-03-13 11:04:41	106.11839612245052	6.0	5.0	False	0
