	transMode	startDate	endDate	distance	speed	acceleration	hasChangepoint	hasStopPoint
3140	['bus']	2008-10-12 04:29:40	2008-10-12 04:30:38	102.88095185389042	2.0	0.0	False	0
3141	['bus']	2008-10-12 04:30:38	2008-10-12 04:31:44	100.16291335249103	2.0	0.0	False	0
3142	['bus']	2008-10-12 04:31:44	2008-10-12 04:32:16	101.14261182253321	3.0	1.0	False	0
3143	['bus']	2008-10-12 04:32:16	2008-10-12 04:32:40	103.54511702500115	4.0	1.0	False	0
3144	['bus', 'walk']	2008-10-12 04:32:40	2008-10-12 04:33:58	101.03023046224928	1.0	-3.0	True	1
3145	['walk']	2008-10-12 04:33:58	2008-10-12 04:35:12	101.15078377615805	1.0	0.0	False	0
3146	['walk']	2008-10-12 04:35:12	2008-10-12 04:36:10	102.11602599636744	2.0	1.0	False	0
3147	['walk']	2008-10-12 04:36:10	2008-10-12 04:36:58	101.64289704517965	2.0	0.0	False	0
3148	['walk']	2008-10-12 04:36:58	2008-10-12 04:37:50	100.4162622129121	2.0	0.0	False	0
3149	['walk']	2008-10-12 04:37:50	2008-10-12 04:38:50	100.53745908786996	2.0	0.0	False	0
3150	['walk']	2008-10-12 04:38:50	2008-10-12 04:40:20	100.45038729683701	1.0	-1.0	False	0
3151	['walk', 'bike']	2008-10-12 04:40:20	2008-10-12 04:40:46	107.90028058953813	4.0	3.0	True	0
