	transMode	startDate	endDate	distance	speed	acceleration	hasChangepoint	hasStopPoint
28167	['bike']	2009-06-24 10:48:40	2009-06-24 10:49:20	103.46925220886155	3.0	-1.0	False	0
28168	['bike']	2009-06-24 10:49:20	2009-06-24 10:49:44	103.00247134684537	4.0	1.0	False	0
28169	['bike']	2009-06-24 10:49:44	2009-06-24 10:50:10	106.65054092501244	4.0	0.0	False	0
28170	['bike']	2009-06-24 10:50:10	2009-06-24 10:50:42	103.41798031987362	3.0	-1.0	False	0
28171	['bike']	2009-06-24 10:50:42	2009-06-24 10:51:44	101.94485018139844	2.0	-1.0	False	0
28172	['bike']	2009-06-24 10:51:44	2009-06-24 10:52:52	101.34793275414782	1.0	-1.0	False	0
28173	['bike']	2009-06-24 10:52:52	2009-06-24 10:54:02	101.42912514546809	1.0	0.0	False	0
28174	['bike']	2009-06-24 10:54:02	2009-06-24 10:55:06	100.33383658375189	2.0	1.0	False	0
28175	['bike']	2009-06-24 10:55:06	2009-06-24 10:56:10	100.69087483447551	2.0	0.0	False	0
28176	['bike']	2009-06-24 10:56:10	2009-06-24 10:57:20	103.37556293798	1.0	-1.0	False	0
28177	['bike']	2009-06-24 10:57:20	2009-06-24 10:58:12	100.27904903754867	2.0	1.0	False	0
28178	['bike']	2009-06-24 10:58:12	2009-06-24 10:59:10	101.93380211881731	2.0	0.0	False	0
28179	['bike']	2009-06-24 10:59:10	2009-06-24 11:00:10	101.74078148738195	2.0	0.0	False	0
28180	['bike']	2009-06-24 11:00:10	2009-06-24 11:02:40	100.83533513142872	1.0	-1.0	False	0
28181	['bike']	2009-06-24 11:02:40	2009-06-24 11:03:44	102.18801757579656	2.0	1.0	False	0
28182	['bike']	2009-06-24 11:03:44	2009-06-24 11:04:34	101.74077507735278	2.0	0.0	False	0
28183	['bike']	2009-06-24 11:04:34	2009-06-24 11:06:14	101.05266052541633	1.0	-1.0	False	0
28184	['bike']	2009-06-24 11:06:14	2009-06-24 11:06:58	100.22555182138984	2.0	1.0	False	0
28185	['bike']	2009-06-24 11:06:58	2009-06-24 11:08:00	106.00987402777409	2.0	0.0	False	0
28186	['bike']	2009-06-24 11:08:00	2009-06-24 11:09:20	100.99235656759643	1.0	-1.0	False	1
28187	['bike']	2009-06-24 11:09:20	2009-06-24 11:10:24	103.36725085372	2.0	1.0	False	0
28188	['bike']	2009-06-24 11:10:24	2009-06-24 11:10:36	148.58275895708826	12.0	10.0	False	0
