	rawClass	segment_id	previousSegmentIDs	hasNotTransportMode	hasTransportMode	hasVelocity	hasAcceleration	hasChangepoint	isFasterThanAllPrevious	hasKnownTransportMode	previousHasVelocity	previousHasAcceleration	previousHasChangepoint	previousSegmentRelation	hasStopPoint	previousHasStopPoint
0	['bus']	segment(seg068_27585_0).	['segment(seg068_27585_1).', 'segment(seg068_27585_2).', 'segment(seg068_27585_3).', 'segment(seg068_27585_4).', 'segment(seg068_27585_5).']	['hasTransportMode(seg068_27585_0,bike).', 'hasTransportMode(seg068_27585_0,car).', 'hasTransportMode(seg068_27585_0,walk).']	['hasTransportMode(seg068_27585_0,bus).']	hasVelocity(seg068_27585_0,fast).	hasAcceleration(seg068_27585_0,slightly_slower).	empty	empty	['hasKnownTransportMode(seg068_27585_1,bus).', 'hasKnownTransportMode(seg068_27585_2,bus).', 'hasKnownTransportMode(seg068_27585_3,bus).', 'hasKnownTransportMode(seg068_27585_4,bus).', 'hasKnownTransportMode(seg068_27585_5,bus).']	['hasVelocity(seg068_27585_1,fast).', 'hasVelocity(seg068_27585_2,slow).', 'hasVelocity(seg068_27585_3,very_slow).', 'hasVelocity(seg068_27585_4,very_slow).', 'hasVelocity(seg068_27585_5,slow).']	['hasAcceleration(seg068_27585_1,slightly_slower).', 'hasAcceleration(seg068_27585_2,slightly_faster).', 'hasAcceleration(seg068_27585_3,unchanged).', 'hasAcceleration(seg068_27585_4,unchanged).', 'hasAcceleration(seg068_27585_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27585_0,seg068_27585_1).', 'previousSegmentRelation(seg068_27585_1,seg068_27585_2).', 'previousSegmentRelation(seg068_27585_2,seg068_27585_3).', 'previousSegmentRelation(seg068_27585_3,seg068_27585_4).', 'previousSegmentRelation(seg068_27585_4,seg068_27585_5).']	hasStopPoint(seg068_27585_0,none).	['hasStopPoint(seg068_27585_1,none).', 'hasStopPoint(seg068_27585_2,none).', 'hasStopPoint(seg068_27585_3,none).', 'hasStopPoint(seg068_27585_4,none).', 'hasStopPoint(seg068_27585_5,none).']
1	['bus']	segment(seg068_27586_0).	['segment(seg068_27586_1).', 'segment(seg068_27586_2).', 'segment(seg068_27586_3).', 'segment(seg068_27586_4).', 'segment(seg068_27586_5).']	['hasTransportMode(seg068_27586_0,bike).', 'hasTransportMode(seg068_27586_0,car).', 'hasTransportMode(seg068_27586_0,walk).']	['hasTransportMode(seg068_27586_0,bus).']	hasVelocity(seg068_27586_0,fast).	hasAcceleration(seg068_27586_0,slightly_faster).	empty	empty	['hasKnownTransportMode(seg068_27586_1,bus).', 'hasKnownTransportMode(seg068_27586_2,bus).', 'hasKnownTransportMode(seg068_27586_3,bus).', 'hasKnownTransportMode(seg068_27586_4,bus).', 'hasKnownTransportMode(seg068_27586_5,bus).']	['hasVelocity(seg068_27586_1,fast).', 'hasVelocity(seg068_27586_2,slow).', 'hasVelocity(seg068_27586_3,slow).', 'hasVelocity(seg068_27586_4,very_slow).', 'hasVelocity(seg068_27586_5,very_slow).']	['hasAcceleration(seg068_27586_1,slightly_slower).', 'hasAcceleration(seg068_27586_2,unchanged).', 'hasAcceleration(seg068_27586_3,slightly_faster).', 'hasAcceleration(seg068_27586_4,unchanged).', 'hasAcceleration(seg068_27586_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27586_0,seg068_27586_1).', 'previousSegmentRelation(seg068_27586_1,seg068_27586_2).', 'previousSegmentRelation(seg068_27586_2,seg068_27586_3).', 'previousSegmentRelation(seg068_27586_3,seg068_27586_4).', 'previousSegmentRelation(seg068_27586_4,seg068_27586_5).']	hasStopPoint(seg068_27586_0,none).	['hasStopPoint(seg068_27586_1,none).', 'hasStopPoint(seg068_27586_2,none).', 'hasStopPoint(seg068_27586_3,none).', 'hasStopPoint(seg068_27586_4,none).', 'hasStopPoint(seg068_27586_5,none).']
2	['bus']	segment(seg068_27587_0).	['segment(seg068_27587_1).', 'segment(seg068_27587_2).', 'segment(seg068_27587_3).', 'segment(seg068_27587_4).', 'segment(seg068_27587_5).']	['hasTransportMode(seg068_27587_0,bike).', 'hasTransportMode(seg068_27587_0,car).', 'hasTransportMode(seg068_27587_0,walk).']	['hasTransportMode(seg068_27587_0,bus).']	hasVelocity(seg068_27587_0,fast).	hasAcceleration(seg068_27587_0,slower).	empty	empty	['hasKnownTransportMode(seg068_27587_1,bus).', 'hasKnownTransportMode(seg068_27587_2,bus).', 'hasKnownTransportMode(seg068_27587_3,bus).', 'hasKnownTransportMode(seg068_27587_4,bus).', 'hasKnownTransportMode(seg068_27587_5,bus).']	['hasVelocity(seg068_27587_1,fast).', 'hasVelocity(seg068_27587_2,above_medium).', 'hasVelocity(seg068_27587_3,slow).', 'hasVelocity(seg068_27587_4,slow).', 'hasVelocity(seg068_27587_5,very_slow).']	['hasAcceleration(seg068_27587_1,slightly_faster).', 'hasAcceleration(seg068_27587_2,much_faster).', 'hasAcceleration(seg068_27587_3,unchanged).', 'hasAcceleration(seg068_27587_4,slightly_faster).', 'hasAcceleration(seg068_27587_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27587_0,seg068_27587_1).', 'previousSegmentRelation(seg068_27587_1,seg068_27587_2).', 'previousSegmentRelation(seg068_27587_2,seg068_27587_3).', 'previousSegmentRelation(seg068_27587_3,seg068_27587_4).', 'previousSegmentRelation(seg068_27587_4,seg068_27587_5).']	hasStopPoint(seg068_27587_0,none).	['hasStopPoint(seg068_27587_1,none).', 'hasStopPoint(seg068_27587_2,none).', 'hasStopPoint(seg068_27587_3,none).', 'hasStopPoint(seg068_27587_4,none).', 'hasStopPoint(seg068_27587_5,none).']
3	['bus']	segment(seg068_27588_0).	['segment(seg068_27588_1).', 'segment(seg068_27588_2).', 'segment(seg068_27588_3).', 'segment(seg068_27588_4).', 'segment(seg068_27588_5).']	['hasTransportMode(seg068_27588_0,bike).', 'hasTransportMode(seg068_27588_0,car).', 'hasTransportMode(seg068_27588_0,walk).']	['hasTransportMode(seg068_27588_0,bus).']	hasVelocity(seg068_27588_0,above_medium).	hasAcceleration(seg068_27588_0,slightly_slower).	empty	empty	['hasKnownTransportMode(seg068_27588_1,bus).', 'hasKnownTransportMode(seg068_27588_2,bus).', 'hasKnownTransportMode(seg068_27588_3,bus).', 'hasKnownTransportMode(seg068_27588_4,bus).', 'hasKnownTransportMode(seg068_27588_5,bus).']	['hasVelocity(seg068_27588_1,fast).', 'hasVelocity(seg068_27588_2,fast).', 'hasVelocity(seg068_27588_3,above_medium).', 'hasVelocity(seg068_27588_4,slow).', 'hasVelocity(seg068_27588_5,slow).']	['hasAcceleration(seg068_27588_1,slower).', 'hasAcceleration(seg068_27588_2,much_faster).', 'hasAcceleration(seg068_27588_3,much_faster).', 'hasAcceleration(seg068_27588_4,unchanged).', 'hasAcceleration(seg068_27588_5,slightly_faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27588_0,seg068_27588_1).', 'previousSegmentRelation(seg068_27588_1,seg068_27588_2).', 'previousSegmentRelation(seg068_27588_2,seg068_27588_3).', 'previousSegmentRelation(seg068_27588_3,seg068_27588_4).', 'previousSegmentRelation(seg068_27588_4,seg068_27588_5).']	hasStopPoint(seg068_27588_0,none).	['hasStopPoint(seg068_27588_1,none).', 'hasStopPoint(seg068_27588_2,none).', 'hasStopPoint(seg068_27588_3,none).', 'hasStopPoint(seg068_27588_4,none).', 'hasStopPoint(seg068_27588_5,none).']
4	['bus']	segment(seg068_27589_0).	['segment(seg068_27589_1).', 'segment(seg068_27589_2).', 'segment(seg068_27589_3).', 'segment(seg068_27589_4).', 'segment(seg068_27589_5).']	['hasTransportMode(seg068_27589_0,bike).', 'hasTransportMode(seg068_27589_0,car).', 'hasTransportMode(seg068_27589_0,walk).']	['hasTransportMode(seg068_27589_0,bus).']	hasVelocity(seg068_27589_0,below_medium).	hasAcceleration(seg068_27589_0,much_slower).	empty	empty	['hasKnownTransportMode(seg068_27589_1,bus).', 'hasKnownTransportMode(seg068_27589_2,bus).', 'hasKnownTransportMode(seg068_27589_3,bus).', 'hasKnownTransportMode(seg068_27589_4,bus).', 'hasKnownTransportMode(seg068_27589_5,bus).']	['hasVelocity(seg068_27589_1,above_medium).', 'hasVelocity(seg068_27589_2,fast).', 'hasVelocity(seg068_27589_3,fast).', 'hasVelocity(seg068_27589_4,above_medium).', 'hasVelocity(seg068_27589_5,slow).']	['hasAcceleration(seg068_27589_1,slightly_slower).', 'hasAcceleration(seg068_27589_2,unchanged).', 'hasAcceleration(seg068_27589_3,much_faster).', 'hasAcceleration(seg068_27589_4,much_faster).', 'hasAcceleration(seg068_27589_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27589_0,seg068_27589_1).', 'previousSegmentRelation(seg068_27589_1,seg068_27589_2).', 'previousSegmentRelation(seg068_27589_2,seg068_27589_3).', 'previousSegmentRelation(seg068_27589_3,seg068_27589_4).', 'previousSegmentRelation(seg068_27589_4,seg068_27589_5).']	hasStopPoint(seg068_27589_0,none).	['hasStopPoint(seg068_27589_1,none).', 'hasStopPoint(seg068_27589_2,none).', 'hasStopPoint(seg068_27589_3,none).', 'hasStopPoint(seg068_27589_4,none).', 'hasStopPoint(seg068_27589_5,none).']
5	['bus']	segment(seg068_27590_0).	['segment(seg068_27590_1).', 'segment(seg068_27590_2).', 'segment(seg068_27590_3).', 'segment(seg068_27590_4).', 'segment(seg068_27590_5).']	['hasTransportMode(seg068_27590_0,bike).', 'hasTransportMode(seg068_27590_0,car).', 'hasTransportMode(seg068_27590_0,walk).']	['hasTransportMode(seg068_27590_0,bus).']	hasVelocity(seg068_27590_0,slow).	hasAcceleration(seg068_27590_0,slightly_slower).	empty	empty	['hasKnownTransportMode(seg068_27590_1,bus).', 'hasKnownTransportMode(seg068_27590_2,bus).', 'hasKnownTransportMode(seg068_27590_3,bus).', 'hasKnownTransportMode(seg068_27590_4,bus).', 'hasKnownTransportMode(seg068_27590_5,bus).']	['hasVelocity(seg068_27590_1,below_medium).', 'hasVelocity(seg068_27590_2,fast).', 'hasVelocity(seg068_27590_3,fast).', 'hasVelocity(seg068_27590_4,fast).', 'hasVelocity(seg068_27590_5,above_medium).']	['hasAcceleration(seg068_27590_1,much_slower).', 'hasAcceleration(seg068_27590_2,slightly_slower).', 'hasAcceleration(seg068_27590_3,unchanged).', 'hasAcceleration(seg068_27590_4,much_faster).', 'hasAcceleration(seg068_27590_5,much_faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27590_0,seg068_27590_1).', 'previousSegmentRelation(seg068_27590_1,seg068_27590_2).', 'previousSegmentRelation(seg068_27590_2,seg068_27590_3).', 'previousSegmentRelation(seg068_27590_3,seg068_27590_4).', 'previousSegmentRelation(seg068_27590_4,seg068_27590_5).']	hasStopPoint(seg068_27590_0,none).	['hasStopPoint(seg068_27590_1,none).', 'hasStopPoint(seg068_27590_2,none).', 'hasStopPoint(seg068_27590_3,none).', 'hasStopPoint(seg068_27590_4,none).', 'hasStopPoint(seg068_27590_5,none).']
6	['bus']	segment(seg068_27591_0).	['segment(seg068_27591_1).', 'segment(seg068_27591_2).', 'segment(seg068_27591_3).', 'segment(seg068_27591_4).', 'segment(seg068_27591_5).']	['hasTransportMode(seg068_27591_0,bike).', 'hasTransportMode(seg068_27591_0,car).', 'hasTransportMode(seg068_27591_0,walk).']	['hasTransportMode(seg068_27591_0,bus).']	hasVelocity(seg068_27591_0,slow).	hasAcceleration(seg068_27591_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_27591_1,bus).', 'hasKnownTransportMode(seg068_27591_2,bus).', 'hasKnownTransportMode(seg068_27591_3,bus).', 'hasKnownTransportMode(seg068_27591_4,bus).', 'hasKnownTransportMode(seg068_27591_5,bus).']	['hasVelocity(seg068_27591_1,slow).', 'hasVelocity(seg068_27591_2,fast).', 'hasVelocity(seg068_27591_3,fast).', 'hasVelocity(seg068_27591_4,fast).', 'hasVelocity(seg068_27591_5,fast).']	['hasAcceleration(seg068_27591_1,slightly_slower).', 'hasAcceleration(seg068_27591_2,slightly_slower).', 'hasAcceleration(seg068_27591_3,slightly_slower).', 'hasAcceleration(seg068_27591_4,unchanged).', 'hasAcceleration(seg068_27591_5,much_faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27591_0,seg068_27591_1).', 'previousSegmentRelation(seg068_27591_1,seg068_27591_2).', 'previousSegmentRelation(seg068_27591_2,seg068_27591_3).', 'previousSegmentRelation(seg068_27591_3,seg068_27591_4).', 'previousSegmentRelation(seg068_27591_4,seg068_27591_5).']	hasStopPoint(seg068_27591_0,none).	['hasStopPoint(seg068_27591_1,none).', 'hasStopPoint(seg068_27591_2,none).', 'hasStopPoint(seg068_27591_3,none).', 'hasStopPoint(seg068_27591_4,none).', 'hasStopPoint(seg068_27591_5,none).']
7	['bus']	segment(seg068_27592_0).	['segment(seg068_27592_1).', 'segment(seg068_27592_2).', 'segment(seg068_27592_3).', 'segment(seg068_27592_4).', 'segment(seg068_27592_5).']	['hasTransportMode(seg068_27592_0,bike).', 'hasTransportMode(seg068_27592_0,car).', 'hasTransportMode(seg068_27592_0,walk).']	['hasTransportMode(seg068_27592_0,bus).']	hasVelocity(seg068_27592_0,slow).	hasAcceleration(seg068_27592_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_27592_1,bus).', 'hasKnownTransportMode(seg068_27592_2,bus).', 'hasKnownTransportMode(seg068_27592_3,bus).', 'hasKnownTransportMode(seg068_27592_4,bus).', 'hasKnownTransportMode(seg068_27592_5,bus).']	['hasVelocity(seg068_27592_1,slow).', 'hasVelocity(seg068_27592_2,fast).', 'hasVelocity(seg068_27592_3,fast).', 'hasVelocity(seg068_27592_4,fast).', 'hasVelocity(seg068_27592_5,fast).']	['hasAcceleration(seg068_27592_1,unchanged).', 'hasAcceleration(seg068_27592_2,slightly_faster).', 'hasAcceleration(seg068_27592_3,slightly_slower).', 'hasAcceleration(seg068_27592_4,slightly_slower).', 'hasAcceleration(seg068_27592_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27592_0,seg068_27592_1).', 'previousSegmentRelation(seg068_27592_1,seg068_27592_2).', 'previousSegmentRelation(seg068_27592_2,seg068_27592_3).', 'previousSegmentRelation(seg068_27592_3,seg068_27592_4).', 'previousSegmentRelation(seg068_27592_4,seg068_27592_5).']	hasStopPoint(seg068_27592_0,none).	['hasStopPoint(seg068_27592_1,none).', 'hasStopPoint(seg068_27592_2,none).', 'hasStopPoint(seg068_27592_3,none).', 'hasStopPoint(seg068_27592_4,none).', 'hasStopPoint(seg068_27592_5,none).']
8	['bus']	segment(seg068_27593_0).	['segment(seg068_27593_1).', 'segment(seg068_27593_2).', 'segment(seg068_27593_3).', 'segment(seg068_27593_4).', 'segment(seg068_27593_5).']	['hasTransportMode(seg068_27593_0,bike).', 'hasTransportMode(seg068_27593_0,car).', 'hasTransportMode(seg068_27593_0,walk).']	['hasTransportMode(seg068_27593_0,bus).']	hasVelocity(seg068_27593_0,above_medium).	hasAcceleration(seg068_27593_0,much_faster).	empty	empty	['hasKnownTransportMode(seg068_27593_1,bus).', 'hasKnownTransportMode(seg068_27593_2,bus).', 'hasKnownTransportMode(seg068_27593_3,bus).', 'hasKnownTransportMode(seg068_27593_4,bus).', 'hasKnownTransportMode(seg068_27593_5,bus).']	['hasVelocity(seg068_27593_1,slow).', 'hasVelocity(seg068_27593_2,fast).', 'hasVelocity(seg068_27593_3,fast).', 'hasVelocity(seg068_27593_4,fast).', 'hasVelocity(seg068_27593_5,fast).']	['hasAcceleration(seg068_27593_1,unchanged).', 'hasAcceleration(seg068_27593_2,slower).', 'hasAcceleration(seg068_27593_3,slightly_faster).', 'hasAcceleration(seg068_27593_4,slightly_slower).', 'hasAcceleration(seg068_27593_5,slightly_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27593_0,seg068_27593_1).', 'previousSegmentRelation(seg068_27593_1,seg068_27593_2).', 'previousSegmentRelation(seg068_27593_2,seg068_27593_3).', 'previousSegmentRelation(seg068_27593_3,seg068_27593_4).', 'previousSegmentRelation(seg068_27593_4,seg068_27593_5).']	hasStopPoint(seg068_27593_0,none).	['hasStopPoint(seg068_27593_1,none).', 'hasStopPoint(seg068_27593_2,none).', 'hasStopPoint(seg068_27593_3,none).', 'hasStopPoint(seg068_27593_4,none).', 'hasStopPoint(seg068_27593_5,none).']
9	['bus']	segment(seg068_27594_0).	['segment(seg068_27594_1).', 'segment(seg068_27594_2).', 'segment(seg068_27594_3).', 'segment(seg068_27594_4).', 'segment(seg068_27594_5).']	['hasTransportMode(seg068_27594_0,bike).', 'hasTransportMode(seg068_27594_0,car).', 'hasTransportMode(seg068_27594_0,walk).']	['hasTransportMode(seg068_27594_0,bus).']	hasVelocity(seg068_27594_0,above_medium).	hasAcceleration(seg068_27594_0,slightly_faster).	empty	empty	['hasKnownTransportMode(seg068_27594_1,bus).', 'hasKnownTransportMode(seg068_27594_2,bus).', 'hasKnownTransportMode(seg068_27594_3,bus).', 'hasKnownTransportMode(seg068_27594_4,bus).', 'hasKnownTransportMode(seg068_27594_5,bus).']	['hasVelocity(seg068_27594_1,above_medium).', 'hasVelocity(seg068_27594_2,above_medium).', 'hasVelocity(seg068_27594_3,fast).', 'hasVelocity(seg068_27594_4,fast).', 'hasVelocity(seg068_27594_5,fast).']	['hasAcceleration(seg068_27594_1,much_faster).', 'hasAcceleration(seg068_27594_2,slightly_slower).', 'hasAcceleration(seg068_27594_3,slower).', 'hasAcceleration(seg068_27594_4,slightly_faster).', 'hasAcceleration(seg068_27594_5,slightly_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_27594_0,seg068_27594_1).', 'previousSegmentRelation(seg068_27594_1,seg068_27594_2).', 'previousSegmentRelation(seg068_27594_2,seg068_27594_3).', 'previousSegmentRelation(seg068_27594_3,seg068_27594_4).', 'previousSegmentRelation(seg068_27594_4,seg068_27594_5).']	hasStopPoint(seg068_27594_0,none).	['hasStopPoint(seg068_27594_1,none).', 'hasStopPoint(seg068_27594_2,none).', 'hasStopPoint(seg068_27594_3,none).', 'hasStopPoint(seg068_27594_4,none).', 'hasStopPoint(seg068_27594_5,none).']
