	rawClass	segment_id	previousSegmentIDs	hasNotTransportMode	hasTransportMode	hasVelocity	hasAcceleration	hasChangepoint	isFasterThanAllPrevious	hasKnownTransportMode	previousHasVelocity	previousHasAcceleration	previousHasChangepoint	previousSegmentRelation	hasStopPoint	previousHasStopPoint
0	['walk']	segment(seg068_8464_0).	['segment(seg068_8464_1).', 'segment(seg068_8464_2).', 'segment(seg068_8464_3).', 'segment(seg068_8464_4).', 'segment(seg068_8464_5).']	['hasTransportMode(seg068_8464_0,bike).', 'hasTransportMode(seg068_8464_0,bus).', 'hasTransportMode(seg068_8464_0,car).']	['hasTransportMode(seg068_8464_0,walk).']	hasVelocity(seg068_8464_0,very_slow).	hasAcceleration(seg068_8464_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_8464_1,walk).', 'hasKnownTransportMode(seg068_8464_2,walk).', 'hasKnownTransportMode(seg068_8464_2,bike).', 'hasKnownTransportMode(seg068_8464_3,walk).', 'hasKnownTransportMode(seg068_8464_4,walk).', 'hasKnownTransportMode(seg068_8464_5,walk).']	['hasVelocity(seg068_8464_1,slow).', 'hasVelocity(seg068_8464_2,above_medium).', 'hasVelocity(seg068_8464_3,below_medium).', 'hasVelocity(seg068_8464_4,very_slow).', 'hasVelocity(seg068_8464_5,very_slow).']	['hasAcceleration(seg068_8464_1,unchanged).', 'hasAcceleration(seg068_8464_2,much_faster).', 'hasAcceleration(seg068_8464_3,slightly_faster).', 'hasAcceleration(seg068_8464_4,unchanged).', 'hasAcceleration(seg068_8464_5,unchanged).']	['empty', 'hasChangepoint(seg068_8464_2).', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_8464_0,seg068_8464_1).', 'previousSegmentRelation(seg068_8464_1,seg068_8464_2).', 'previousSegmentRelation(seg068_8464_2,seg068_8464_3).', 'previousSegmentRelation(seg068_8464_3,seg068_8464_4).', 'previousSegmentRelation(seg068_8464_4,seg068_8464_5).']	hasStopPoint(seg068_8464_0,none).	['hasStopPoint(seg068_8464_1,none).', 'hasStopPoint(seg068_8464_2,none).', 'hasStopPoint(seg068_8464_3,none).', 'hasStopPoint(seg068_8464_4,none).', 'hasStopPoint(seg068_8464_5,none).']
1	['walk']	segment(seg068_8465_0).	['segment(seg068_8465_1).', 'segment(seg068_8465_2).', 'segment(seg068_8465_3).', 'segment(seg068_8465_4).', 'segment(seg068_8465_5).']	['hasTransportMode(seg068_8465_0,bike).', 'hasTransportMode(seg068_8465_0,bus).', 'hasTransportMode(seg068_8465_0,car).']	['hasTransportMode(seg068_8465_0,walk).']	hasVelocity(seg068_8465_0,very_slow).	hasAcceleration(seg068_8465_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_8465_1,walk).', 'hasKnownTransportMode(seg068_8465_2,walk).', 'hasKnownTransportMode(seg068_8465_3,walk).', 'hasKnownTransportMode(seg068_8465_3,bike).', 'hasKnownTransportMode(seg068_8465_4,walk).', 'hasKnownTransportMode(seg068_8465_5,walk).']	['hasVelocity(seg068_8465_1,very_slow).', 'hasVelocity(seg068_8465_2,very_slow).', 'hasVelocity(seg068_8465_3,above_medium).', 'hasVelocity(seg068_8465_4,below_medium).', 'hasVelocity(seg068_8465_5,very_slow).']	['hasAcceleration(seg068_8465_1,unchanged).', 'hasAcceleration(seg068_8465_2,much_slower).', 'hasAcceleration(seg068_8465_3,much_faster).', 'hasAcceleration(seg068_8465_4,slightly_faster).', 'hasAcceleration(seg068_8465_5,unchanged).']	['empty', 'empty', 'hasChangepoint(seg068_8465_3).', 'empty', 'empty']	['previousSegmentRelation(seg068_8465_0,seg068_8465_1).', 'previousSegmentRelation(seg068_8465_1,seg068_8465_2).', 'previousSegmentRelation(seg068_8465_2,seg068_8465_3).', 'previousSegmentRelation(seg068_8465_3,seg068_8465_4).', 'previousSegmentRelation(seg068_8465_4,seg068_8465_5).']	hasStopPoint(seg068_8465_0,none).	['hasStopPoint(seg068_8465_1,none).', 'hasStopPoint(seg068_8465_2,none).', 'hasStopPoint(seg068_8465_3,none).', 'hasStopPoint(seg068_8465_4,none).', 'hasStopPoint(seg068_8465_5,none).']
2	['walk']	segment(seg068_8466_0).	['segment(seg068_8466_1).', 'segment(seg068_8466_2).', 'segment(seg068_8466_3).', 'segment(seg068_8466_4).', 'segment(seg068_8466_5).']	['hasTransportMode(seg068_8466_0,bike).', 'hasTransportMode(seg068_8466_0,bus).', 'hasTransportMode(seg068_8466_0,car).']	['hasTransportMode(seg068_8466_0,walk).']	hasVelocity(seg068_8466_0,very_slow).	hasAcceleration(seg068_8466_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_8466_1,walk).', 'hasKnownTransportMode(seg068_8466_2,walk).', 'hasKnownTransportMode(seg068_8466_3,walk).', 'hasKnownTransportMode(seg068_8466_4,walk).', 'hasKnownTransportMode(seg068_8466_4,bike).', 'hasKnownTransportMode(seg068_8466_5,walk).']	['hasVelocity(seg068_8466_1,very_slow).', 'hasVelocity(seg068_8466_2,slow).', 'hasVelocity(seg068_8466_3,very_slow).', 'hasVelocity(seg068_8466_4,above_medium).', 'hasVelocity(seg068_8466_5,below_medium).']	['hasAcceleration(seg068_8466_1,unchanged).', 'hasAcceleration(seg068_8466_2,unchanged).', 'hasAcceleration(seg068_8466_3,much_slower).', 'hasAcceleration(seg068_8466_4,much_faster).', 'hasAcceleration(seg068_8466_5,slightly_faster).']	['empty', 'empty', 'empty', 'hasChangepoint(seg068_8466_4).', 'empty']	['previousSegmentRelation(seg068_8466_0,seg068_8466_1).', 'previousSegmentRelation(seg068_8466_1,seg068_8466_2).', 'previousSegmentRelation(seg068_8466_2,seg068_8466_3).', 'previousSegmentRelation(seg068_8466_3,seg068_8466_4).', 'previousSegmentRelation(seg068_8466_4,seg068_8466_5).']	hasStopPoint(seg068_8466_0,none).	['hasStopPoint(seg068_8466_1,none).', 'hasStopPoint(seg068_8466_2,none).', 'hasStopPoint(seg068_8466_3,none).', 'hasStopPoint(seg068_8466_4,none).', 'hasStopPoint(seg068_8466_5,none).']
3	['walk']	segment(seg068_8467_0).	['segment(seg068_8467_1).', 'segment(seg068_8467_2).', 'segment(seg068_8467_3).', 'segment(seg068_8467_4).', 'segment(seg068_8467_5).']	['hasTransportMode(seg068_8467_0,bike).', 'hasTransportMode(seg068_8467_0,bus).', 'hasTransportMode(seg068_8467_0,car).']	['hasTransportMode(seg068_8467_0,walk).']	hasVelocity(seg068_8467_0,very_slow).	hasAcceleration(seg068_8467_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_8467_1,walk).', 'hasKnownTransportMode(seg068_8467_2,walk).', 'hasKnownTransportMode(seg068_8467_3,walk).', 'hasKnownTransportMode(seg068_8467_4,walk).', 'hasKnownTransportMode(seg068_8467_5,walk).', 'hasKnownTransportMode(seg068_8467_5,bike).']	['hasVelocity(seg068_8467_1,very_slow).', 'hasVelocity(seg068_8467_2,very_slow).', 'hasVelocity(seg068_8467_3,slow).', 'hasVelocity(seg068_8467_4,very_slow).', 'hasVelocity(seg068_8467_5,above_medium).']	['hasAcceleration(seg068_8467_1,unchanged).', 'hasAcceleration(seg068_8467_2,unchanged).', 'hasAcceleration(seg068_8467_3,unchanged).', 'hasAcceleration(seg068_8467_4,much_slower).', 'hasAcceleration(seg068_8467_5,much_faster).']	['empty', 'empty', 'empty', 'empty', 'hasChangepoint(seg068_8467_5).']	['previousSegmentRelation(seg068_8467_0,seg068_8467_1).', 'previousSegmentRelation(seg068_8467_1,seg068_8467_2).', 'previousSegmentRelation(seg068_8467_2,seg068_8467_3).', 'previousSegmentRelation(seg068_8467_3,seg068_8467_4).', 'previousSegmentRelation(seg068_8467_4,seg068_8467_5).']	hasStopPoint(seg068_8467_0,none).	['hasStopPoint(seg068_8467_1,none).', 'hasStopPoint(seg068_8467_2,none).', 'hasStopPoint(seg068_8467_3,none).', 'hasStopPoint(seg068_8467_4,none).', 'hasStopPoint(seg068_8467_5,none).']
4	['walk']	segment(seg068_8468_0).	['segment(seg068_8468_1).', 'segment(seg068_8468_2).', 'segment(seg068_8468_3).', 'segment(seg068_8468_4).', 'segment(seg068_8468_5).']	['hasTransportMode(seg068_8468_0,bike).', 'hasTransportMode(seg068_8468_0,bus).', 'hasTransportMode(seg068_8468_0,car).']	['hasTransportMode(seg068_8468_0,walk).']	hasVelocity(seg068_8468_0,very_slow).	hasAcceleration(seg068_8468_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_8468_1,walk).', 'hasKnownTransportMode(seg068_8468_2,walk).', 'hasKnownTransportMode(seg068_8468_3,walk).', 'hasKnownTransportMode(seg068_8468_4,walk).', 'hasKnownTransportMode(seg068_8468_5,walk).']	['hasVelocity(seg068_8468_1,very_slow).', 'hasVelocity(seg068_8468_2,very_slow).', 'hasVelocity(seg068_8468_3,very_slow).', 'hasVelocity(seg068_8468_4,slow).', 'hasVelocity(seg068_8468_5,very_slow).']	['hasAcceleration(seg068_8468_1,unchanged).', 'hasAcceleration(seg068_8468_2,unchanged).', 'hasAcceleration(seg068_8468_3,unchanged).', 'hasAcceleration(seg068_8468_4,unchanged).', 'hasAcceleration(seg068_8468_5,much_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_8468_0,seg068_8468_1).', 'previousSegmentRelation(seg068_8468_1,seg068_8468_2).', 'previousSegmentRelation(seg068_8468_2,seg068_8468_3).', 'previousSegmentRelation(seg068_8468_3,seg068_8468_4).', 'previousSegmentRelation(seg068_8468_4,seg068_8468_5).']	hasStopPoint(seg068_8468_0,none).	['hasStopPoint(seg068_8468_1,none).', 'hasStopPoint(seg068_8468_2,none).', 'hasStopPoint(seg068_8468_3,none).', 'hasStopPoint(seg068_8468_4,none).', 'hasStopPoint(seg068_8468_5,none).']
5	['walk']	segment(seg068_8469_0).	['segment(seg068_8469_1).', 'segment(seg068_8469_2).', 'segment(seg068_8469_3).', 'segment(seg068_8469_4).', 'segment(seg068_8469_5).']	['hasTransportMode(seg068_8469_0,bike).', 'hasTransportMode(seg068_8469_0,bus).', 'hasTransportMode(seg068_8469_0,car).']	['hasTransportMode(seg068_8469_0,walk).']	hasVelocity(seg068_8469_0,very_slow).	hasAcceleration(seg068_8469_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_8469_1,walk).', 'hasKnownTransportMode(seg068_8469_2,walk).', 'hasKnownTransportMode(seg068_8469_3,walk).', 'hasKnownTransportMode(seg068_8469_4,walk).', 'hasKnownTransportMode(seg068_8469_5,walk).']	['hasVelocity(seg068_8469_1,very_slow).', 'hasVelocity(seg068_8469_2,slow).', 'hasVelocity(seg068_8469_3,very_slow).', 'hasVelocity(seg068_8469_4,very_slow).', 'hasVelocity(seg068_8469_5,slow).']	['hasAcceleration(seg068_8469_1,unchanged).', 'hasAcceleration(seg068_8469_2,unchanged).', 'hasAcceleration(seg068_8469_3,unchanged).', 'hasAcceleration(seg068_8469_4,unchanged).', 'hasAcceleration(seg068_8469_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_8469_0,seg068_8469_1).', 'previousSegmentRelation(seg068_8469_1,seg068_8469_2).', 'previousSegmentRelation(seg068_8469_2,seg068_8469_3).', 'previousSegmentRelation(seg068_8469_3,seg068_8469_4).', 'previousSegmentRelation(seg068_8469_4,seg068_8469_5).']	hasStopPoint(seg068_8469_0,none).	['hasStopPoint(seg068_8469_1,none).', 'hasStopPoint(seg068_8469_2,none).', 'hasStopPoint(seg068_8469_3,none).', 'hasStopPoint(seg068_8469_4,none).', 'hasStopPoint(seg068_8469_5,none).']
6	['walk']	segment(seg068_8470_0).	['segment(seg068_8470_1).', 'segment(seg068_8470_2).', 'segment(seg068_8470_3).', 'segment(seg068_8470_4).', 'segment(seg068_8470_5).']	['hasTransportMode(seg068_8470_0,bike).', 'hasTransportMode(seg068_8470_0,bus).', 'hasTransportMode(seg068_8470_0,car).']	['hasTransportMode(seg068_8470_0,walk).']	hasVelocity(seg068_8470_0,very_slow).	hasAcceleration(seg068_8470_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_8470_1,walk).', 'hasKnownTransportMode(seg068_8470_2,walk).', 'hasKnownTransportMode(seg068_8470_3,walk).', 'hasKnownTransportMode(seg068_8470_4,walk).', 'hasKnownTransportMode(seg068_8470_5,walk).']	['hasVelocity(seg068_8470_1,very_slow).', 'hasVelocity(seg068_8470_2,very_slow).', 'hasVelocity(seg068_8470_3,slow).', 'hasVelocity(seg068_8470_4,very_slow).', 'hasVelocity(seg068_8470_5,very_slow).']	['hasAcceleration(seg068_8470_1,unchanged).', 'hasAcceleration(seg068_8470_2,unchanged).', 'hasAcceleration(seg068_8470_3,unchanged).', 'hasAcceleration(seg068_8470_4,unchanged).', 'hasAcceleration(seg068_8470_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_8470_0,seg068_8470_1).', 'previousSegmentRelation(seg068_8470_1,seg068_8470_2).', 'previousSegmentRelation(seg068_8470_2,seg068_8470_3).', 'previousSegmentRelation(seg068_8470_3,seg068_8470_4).', 'previousSegmentRelation(seg068_8470_4,seg068_8470_5).']	hasStopPoint(seg068_8470_0,none).	['hasStopPoint(seg068_8470_1,none).', 'hasStopPoint(seg068_8470_2,none).', 'hasStopPoint(seg068_8470_3,none).', 'hasStopPoint(seg068_8470_4,none).', 'hasStopPoint(seg068_8470_5,none).']
7	['walk']	segment(seg068_8471_0).	['segment(seg068_8471_1).', 'segment(seg068_8471_2).', 'segment(seg068_8471_3).', 'segment(seg068_8471_4).', 'segment(seg068_8471_5).']	['hasTransportMode(seg068_8471_0,bike).', 'hasTransportMode(seg068_8471_0,bus).', 'hasTransportMode(seg068_8471_0,car).']	['hasTransportMode(seg068_8471_0,walk).']	hasVelocity(seg068_8471_0,very_slow).	hasAcceleration(seg068_8471_0,unchanged).	empty	empty	['hasKnownTransportMode(seg068_8471_1,walk).', 'hasKnownTransportMode(seg068_8471_2,walk).', 'hasKnownTransportMode(seg068_8471_3,walk).', 'hasKnownTransportMode(seg068_8471_4,walk).', 'hasKnownTransportMode(seg068_8471_5,walk).']	['hasVelocity(seg068_8471_1,very_slow).', 'hasVelocity(seg068_8471_2,very_slow).', 'hasVelocity(seg068_8471_3,very_slow).', 'hasVelocity(seg068_8471_4,slow).', 'hasVelocity(seg068_8471_5,very_slow).']	['hasAcceleration(seg068_8471_1,unchanged).', 'hasAcceleration(seg068_8471_2,unchanged).', 'hasAcceleration(seg068_8471_3,unchanged).', 'hasAcceleration(seg068_8471_4,unchanged).', 'hasAcceleration(seg068_8471_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_8471_0,seg068_8471_1).', 'previousSegmentRelation(seg068_8471_1,seg068_8471_2).', 'previousSegmentRelation(seg068_8471_2,seg068_8471_3).', 'previousSegmentRelation(seg068_8471_3,seg068_8471_4).', 'previousSegmentRelation(seg068_8471_4,seg068_8471_5).']	hasStopPoint(seg068_8471_0,none).	['hasStopPoint(seg068_8471_1,none).', 'hasStopPoint(seg068_8471_2,none).', 'hasStopPoint(seg068_8471_3,none).', 'hasStopPoint(seg068_8471_4,none).', 'hasStopPoint(seg068_8471_5,none).']
8	['walk']	segment(seg068_8472_0).	['segment(seg068_8472_1).', 'segment(seg068_8472_2).', 'segment(seg068_8472_3).', 'segment(seg068_8472_4).', 'segment(seg068_8472_5).']	['hasTransportMode(seg068_8472_0,bike).', 'hasTransportMode(seg068_8472_0,bus).', 'hasTransportMode(seg068_8472_0,car).']	['hasTransportMode(seg068_8472_0,walk).']	hasVelocity(seg068_8472_0,below_medium).	hasAcceleration(seg068_8472_0,slightly_faster).	empty	empty	['hasKnownTransportMode(seg068_8472_1,walk).', 'hasKnownTransportMode(seg068_8472_2,walk).', 'hasKnownTransportMode(seg068_8472_3,walk).', 'hasKnownTransportMode(seg068_8472_4,walk).', 'hasKnownTransportMode(seg068_8472_5,walk).']	['hasVelocity(seg068_8472_1,very_slow).', 'hasVelocity(seg068_8472_2,very_slow).', 'hasVelocity(seg068_8472_3,very_slow).', 'hasVelocity(seg068_8472_4,very_slow).', 'hasVelocity(seg068_8472_5,slow).']	['hasAcceleration(seg068_8472_1,unchanged).', 'hasAcceleration(seg068_8472_2,unchanged).', 'hasAcceleration(seg068_8472_3,unchanged).', 'hasAcceleration(seg068_8472_4,unchanged).', 'hasAcceleration(seg068_8472_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_8472_0,seg068_8472_1).', 'previousSegmentRelation(seg068_8472_1,seg068_8472_2).', 'previousSegmentRelation(seg068_8472_2,seg068_8472_3).', 'previousSegmentRelation(seg068_8472_3,seg068_8472_4).', 'previousSegmentRelation(seg068_8472_4,seg068_8472_5).']	hasStopPoint(seg068_8472_0,none).	['hasStopPoint(seg068_8472_1,none).', 'hasStopPoint(seg068_8472_2,none).', 'hasStopPoint(seg068_8472_3,none).', 'hasStopPoint(seg068_8472_4,none).', 'hasStopPoint(seg068_8472_5,none).']
9	['walk', 'bike']	segment(seg068_8473_0).	['segment(seg068_8473_1).', 'segment(seg068_8473_2).', 'segment(seg068_8473_3).', 'segment(seg068_8473_4).', 'segment(seg068_8473_5).']	['hasTransportMode(seg068_8473_0,bus).', 'hasTransportMode(seg068_8473_0,car).']	['hasTransportMode(seg068_8473_0,walk).', 'hasTransportMode(seg068_8473_0,bike).']	hasVelocity(seg068_8473_0,above_medium).	hasAcceleration(seg068_8473_0,much_faster).	hasChangepoint(seg068_8473_0).	empty	['hasKnownTransportMode(seg068_8473_1,walk).', 'hasKnownTransportMode(seg068_8473_2,walk).', 'hasKnownTransportMode(seg068_8473_3,walk).', 'hasKnownTransportMode(seg068_8473_4,walk).', 'hasKnownTransportMode(seg068_8473_5,walk).']	['hasVelocity(seg068_8473_1,below_medium).', 'hasVelocity(seg068_8473_2,very_slow).', 'hasVelocity(seg068_8473_3,very_slow).', 'hasVelocity(seg068_8473_4,very_slow).', 'hasVelocity(seg068_8473_5,very_slow).']	['hasAcceleration(seg068_8473_1,slightly_faster).', 'hasAcceleration(seg068_8473_2,unchanged).', 'hasAcceleration(seg068_8473_3,unchanged).', 'hasAcceleration(seg068_8473_4,unchanged).', 'hasAcceleration(seg068_8473_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg068_8473_0,seg068_8473_1).', 'previousSegmentRelation(seg068_8473_1,seg068_8473_2).', 'previousSegmentRelation(seg068_8473_2,seg068_8473_3).', 'previousSegmentRelation(seg068_8473_3,seg068_8473_4).', 'previousSegmentRelation(seg068_8473_4,seg068_8473_5).']	hasStopPoint(seg068_8473_0,none).	['hasStopPoint(seg068_8473_1,none).', 'hasStopPoint(seg068_8473_2,none).', 'hasStopPoint(seg068_8473_3,none).', 'hasStopPoint(seg068_8473_4,none).', 'hasStopPoint(seg068_8473_5,none).']
