	rawClass	segment_id	previousSegmentIDs	hasNotTransportMode	hasTransportMode	hasVelocity	hasAcceleration	hasChangepoint	isFasterThanAllPrevious	hasKnownTransportMode	previousHasVelocity	previousHasAcceleration	previousHasChangepoint	previousSegmentRelation	hasStopPoint	previousHasStopPoint
0	['bus']	segment(seg085_16966_0).	['segment(seg085_16966_1).', 'segment(seg085_16966_2).', 'segment(seg085_16966_3).', 'segment(seg085_16966_4).', 'segment(seg085_16966_5).']	['hasTransportMode(seg085_16966_0,bike).', 'hasTransportMode(seg085_16966_0,car).', 'hasTransportMode(seg085_16966_0,walk).']	['hasTransportMode(seg085_16966_0,bus).']	hasVelocity(seg085_16966_0,medium).	hasAcceleration(seg085_16966_0,faster).	empty	empty	['hasKnownTransportMode(seg085_16966_1,bus).', 'hasKnownTransportMode(seg085_16966_2,walk).', 'hasKnownTransportMode(seg085_16966_3,walk).', 'hasKnownTransportMode(seg085_16966_4,walk).', 'hasKnownTransportMode(seg085_16966_5,walk).']	['hasVelocity(seg085_16966_1,below_medium).', 'hasVelocity(seg085_16966_2,below_medium).', 'hasVelocity(seg085_16966_3,below_medium).', 'hasVelocity(seg085_16966_4,very_slow).', 'hasVelocity(seg085_16966_5,slow).']	['hasAcceleration(seg085_16966_1,unchanged).', 'hasAcceleration(seg085_16966_2,unchanged).', 'hasAcceleration(seg085_16966_3,slightly_faster).', 'hasAcceleration(seg085_16966_4,slightly_slower).', 'hasAcceleration(seg085_16966_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16966_0,seg085_16966_1).', 'previousSegmentRelation(seg085_16966_1,seg085_16966_2).', 'previousSegmentRelation(seg085_16966_2,seg085_16966_3).', 'previousSegmentRelation(seg085_16966_3,seg085_16966_4).', 'previousSegmentRelation(seg085_16966_4,seg085_16966_5).']	hasStopPoint(seg085_16966_0,none).	['hasStopPoint(seg085_16966_1,none).', 'hasStopPoint(seg085_16966_2,none).', 'hasStopPoint(seg085_16966_3,none).', 'hasStopPoint(seg085_16966_4,none).', 'hasStopPoint(seg085_16966_5,none).']
1	['bus']	segment(seg085_16967_0).	['segment(seg085_16967_1).', 'segment(seg085_16967_2).', 'segment(seg085_16967_3).', 'segment(seg085_16967_4).', 'segment(seg085_16967_5).']	['hasTransportMode(seg085_16967_0,bike).', 'hasTransportMode(seg085_16967_0,car).', 'hasTransportMode(seg085_16967_0,walk).']	['hasTransportMode(seg085_16967_0,bus).']	hasVelocity(seg085_16967_0,medium).	hasAcceleration(seg085_16967_0,unchanged).	empty	empty	['hasKnownTransportMode(seg085_16967_1,bus).', 'hasKnownTransportMode(seg085_16967_2,bus).', 'hasKnownTransportMode(seg085_16967_3,walk).', 'hasKnownTransportMode(seg085_16967_4,walk).', 'hasKnownTransportMode(seg085_16967_5,walk).']	['hasVelocity(seg085_16967_1,medium).', 'hasVelocity(seg085_16967_2,slow).', 'hasVelocity(seg085_16967_3,below_medium).', 'hasVelocity(seg085_16967_4,below_medium).', 'hasVelocity(seg085_16967_5,very_slow).']	['hasAcceleration(seg085_16967_1,faster).', 'hasAcceleration(seg085_16967_2,much_slower).', 'hasAcceleration(seg085_16967_3,unchanged).', 'hasAcceleration(seg085_16967_4,slightly_faster).', 'hasAcceleration(seg085_16967_5,slightly_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16967_0,seg085_16967_1).', 'previousSegmentRelation(seg085_16967_1,seg085_16967_2).', 'previousSegmentRelation(seg085_16967_2,seg085_16967_3).', 'previousSegmentRelation(seg085_16967_3,seg085_16967_4).', 'previousSegmentRelation(seg085_16967_4,seg085_16967_5).']	hasStopPoint(seg085_16967_0,none).	['hasStopPoint(seg085_16967_1,none).', 'hasStopPoint(seg085_16967_2,none).', 'hasStopPoint(seg085_16967_3,none).', 'hasStopPoint(seg085_16967_4,none).', 'hasStopPoint(seg085_16967_5,none).']
2	['bus']	segment(seg085_16968_0).	['segment(seg085_16968_1).', 'segment(seg085_16968_2).', 'segment(seg085_16968_3).', 'segment(seg085_16968_4).', 'segment(seg085_16968_5).']	['hasTransportMode(seg085_16968_0,bike).', 'hasTransportMode(seg085_16968_0,car).', 'hasTransportMode(seg085_16968_0,walk).']	['hasTransportMode(seg085_16968_0,bus).']	hasVelocity(seg085_16968_0,below_medium).	hasAcceleration(seg085_16968_0,slightly_slower).	empty	empty	['hasKnownTransportMode(seg085_16968_1,bus).', 'hasKnownTransportMode(seg085_16968_2,bus).', 'hasKnownTransportMode(seg085_16968_3,bus).', 'hasKnownTransportMode(seg085_16968_4,walk).', 'hasKnownTransportMode(seg085_16968_5,walk).']	['hasVelocity(seg085_16968_1,medium).', 'hasVelocity(seg085_16968_2,below_medium).', 'hasVelocity(seg085_16968_3,slow).', 'hasVelocity(seg085_16968_4,below_medium).', 'hasVelocity(seg085_16968_5,below_medium).']	['hasAcceleration(seg085_16968_1,unchanged).', 'hasAcceleration(seg085_16968_2,slightly_faster).', 'hasAcceleration(seg085_16968_3,much_slower).', 'hasAcceleration(seg085_16968_4,unchanged).', 'hasAcceleration(seg085_16968_5,slightly_faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16968_0,seg085_16968_1).', 'previousSegmentRelation(seg085_16968_1,seg085_16968_2).', 'previousSegmentRelation(seg085_16968_2,seg085_16968_3).', 'previousSegmentRelation(seg085_16968_3,seg085_16968_4).', 'previousSegmentRelation(seg085_16968_4,seg085_16968_5).']	hasStopPoint(seg085_16968_0,none).	['hasStopPoint(seg085_16968_1,none).', 'hasStopPoint(seg085_16968_2,none).', 'hasStopPoint(seg085_16968_3,none).', 'hasStopPoint(seg085_16968_4,none).', 'hasStopPoint(seg085_16968_5,none).']
3	['bus']	segment(seg085_16969_0).	['segment(seg085_16969_1).', 'segment(seg085_16969_2).', 'segment(seg085_16969_3).', 'segment(seg085_16969_4).', 'segment(seg085_16969_5).']	['hasTransportMode(seg085_16969_0,bike).', 'hasTransportMode(seg085_16969_0,car).', 'hasTransportMode(seg085_16969_0,walk).']	['hasTransportMode(seg085_16969_0,bus).']	hasVelocity(seg085_16969_0,below_medium).	hasAcceleration(seg085_16969_0,unchanged).	empty	empty	['hasKnownTransportMode(seg085_16969_1,bus).', 'hasKnownTransportMode(seg085_16969_2,bus).', 'hasKnownTransportMode(seg085_16969_3,bus).', 'hasKnownTransportMode(seg085_16969_4,bus).', 'hasKnownTransportMode(seg085_16969_5,walk).']	['hasVelocity(seg085_16969_1,below_medium).', 'hasVelocity(seg085_16969_2,below_medium).', 'hasVelocity(seg085_16969_3,below_medium).', 'hasVelocity(seg085_16969_4,slow).', 'hasVelocity(seg085_16969_5,below_medium).']	['hasAcceleration(seg085_16969_1,slightly_slower).', 'hasAcceleration(seg085_16969_2,unchanged).', 'hasAcceleration(seg085_16969_3,slightly_faster).', 'hasAcceleration(seg085_16969_4,much_slower).', 'hasAcceleration(seg085_16969_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16969_0,seg085_16969_1).', 'previousSegmentRelation(seg085_16969_1,seg085_16969_2).', 'previousSegmentRelation(seg085_16969_2,seg085_16969_3).', 'previousSegmentRelation(seg085_16969_3,seg085_16969_4).', 'previousSegmentRelation(seg085_16969_4,seg085_16969_5).']	hasStopPoint(seg085_16969_0,none).	['hasStopPoint(seg085_16969_1,none).', 'hasStopPoint(seg085_16969_2,none).', 'hasStopPoint(seg085_16969_3,none).', 'hasStopPoint(seg085_16969_4,none).', 'hasStopPoint(seg085_16969_5,none).']
4	['bus']	segment(seg085_16970_0).	['segment(seg085_16970_1).', 'segment(seg085_16970_2).', 'segment(seg085_16970_3).', 'segment(seg085_16970_4).', 'segment(seg085_16970_5).']	['hasTransportMode(seg085_16970_0,bike).', 'hasTransportMode(seg085_16970_0,car).', 'hasTransportMode(seg085_16970_0,walk).']	['hasTransportMode(seg085_16970_0,bus).']	hasVelocity(seg085_16970_0,below_medium).	hasAcceleration(seg085_16970_0,unchanged).	empty	empty	['hasKnownTransportMode(seg085_16970_1,bus).', 'hasKnownTransportMode(seg085_16970_2,bus).', 'hasKnownTransportMode(seg085_16970_3,bus).', 'hasKnownTransportMode(seg085_16970_4,bus).', 'hasKnownTransportMode(seg085_16970_5,bus).']	['hasVelocity(seg085_16970_1,below_medium).', 'hasVelocity(seg085_16970_2,below_medium).', 'hasVelocity(seg085_16970_3,below_medium).', 'hasVelocity(seg085_16970_4,below_medium).', 'hasVelocity(seg085_16970_5,slow).']	['hasAcceleration(seg085_16970_1,unchanged).', 'hasAcceleration(seg085_16970_2,unchanged).', 'hasAcceleration(seg085_16970_3,unchanged).', 'hasAcceleration(seg085_16970_4,slightly_faster).', 'hasAcceleration(seg085_16970_5,much_slower).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16970_0,seg085_16970_1).', 'previousSegmentRelation(seg085_16970_1,seg085_16970_2).', 'previousSegmentRelation(seg085_16970_2,seg085_16970_3).', 'previousSegmentRelation(seg085_16970_3,seg085_16970_4).', 'previousSegmentRelation(seg085_16970_4,seg085_16970_5).']	hasStopPoint(seg085_16970_0,none).	['hasStopPoint(seg085_16970_1,none).', 'hasStopPoint(seg085_16970_2,none).', 'hasStopPoint(seg085_16970_3,none).', 'hasStopPoint(seg085_16970_4,none).', 'hasStopPoint(seg085_16970_5,none).']
5	['bus']	segment(seg085_16971_0).	['segment(seg085_16971_1).', 'segment(seg085_16971_2).', 'segment(seg085_16971_3).', 'segment(seg085_16971_4).', 'segment(seg085_16971_5).']	['hasTransportMode(seg085_16971_0,bike).', 'hasTransportMode(seg085_16971_0,car).', 'hasTransportMode(seg085_16971_0,walk).']	['hasTransportMode(seg085_16971_0,bus).']	hasVelocity(seg085_16971_0,below_medium).	hasAcceleration(seg085_16971_0,unchanged).	empty	empty	['hasKnownTransportMode(seg085_16971_1,bus).', 'hasKnownTransportMode(seg085_16971_2,bus).', 'hasKnownTransportMode(seg085_16971_3,bus).', 'hasKnownTransportMode(seg085_16971_4,bus).', 'hasKnownTransportMode(seg085_16971_5,bus).']	['hasVelocity(seg085_16971_1,below_medium).', 'hasVelocity(seg085_16971_2,below_medium).', 'hasVelocity(seg085_16971_3,below_medium).', 'hasVelocity(seg085_16971_4,below_medium).', 'hasVelocity(seg085_16971_5,below_medium).']	['hasAcceleration(seg085_16971_1,unchanged).', 'hasAcceleration(seg085_16971_2,unchanged).', 'hasAcceleration(seg085_16971_3,unchanged).', 'hasAcceleration(seg085_16971_4,unchanged).', 'hasAcceleration(seg085_16971_5,slightly_faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16971_0,seg085_16971_1).', 'previousSegmentRelation(seg085_16971_1,seg085_16971_2).', 'previousSegmentRelation(seg085_16971_2,seg085_16971_3).', 'previousSegmentRelation(seg085_16971_3,seg085_16971_4).', 'previousSegmentRelation(seg085_16971_4,seg085_16971_5).']	hasStopPoint(seg085_16971_0,none).	['hasStopPoint(seg085_16971_1,none).', 'hasStopPoint(seg085_16971_2,none).', 'hasStopPoint(seg085_16971_3,none).', 'hasStopPoint(seg085_16971_4,none).', 'hasStopPoint(seg085_16971_5,none).']
6	['bus']	segment(seg085_16972_0).	['segment(seg085_16972_1).', 'segment(seg085_16972_2).', 'segment(seg085_16972_3).', 'segment(seg085_16972_4).', 'segment(seg085_16972_5).']	['hasTransportMode(seg085_16972_0,bike).', 'hasTransportMode(seg085_16972_0,car).', 'hasTransportMode(seg085_16972_0,walk).']	['hasTransportMode(seg085_16972_0,bus).']	hasVelocity(seg085_16972_0,slow).	hasAcceleration(seg085_16972_0,slightly_slower).	empty	empty	['hasKnownTransportMode(seg085_16972_1,bus).', 'hasKnownTransportMode(seg085_16972_2,bus).', 'hasKnownTransportMode(seg085_16972_3,bus).', 'hasKnownTransportMode(seg085_16972_4,bus).', 'hasKnownTransportMode(seg085_16972_5,bus).']	['hasVelocity(seg085_16972_1,below_medium).', 'hasVelocity(seg085_16972_2,medium).', 'hasVelocity(seg085_16972_3,below_medium).', 'hasVelocity(seg085_16972_4,below_medium).', 'hasVelocity(seg085_16972_5,below_medium).']	['hasAcceleration(seg085_16972_1,unchanged).', 'hasAcceleration(seg085_16972_2,faster).', 'hasAcceleration(seg085_16972_3,unchanged).', 'hasAcceleration(seg085_16972_4,unchanged).', 'hasAcceleration(seg085_16972_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16972_0,seg085_16972_1).', 'previousSegmentRelation(seg085_16972_1,seg085_16972_2).', 'previousSegmentRelation(seg085_16972_2,seg085_16972_3).', 'previousSegmentRelation(seg085_16972_3,seg085_16972_4).', 'previousSegmentRelation(seg085_16972_4,seg085_16972_5).']	hasStopPoint(seg085_16972_0,none).	['hasStopPoint(seg085_16972_1,none).', 'hasStopPoint(seg085_16972_2,none).', 'hasStopPoint(seg085_16972_3,none).', 'hasStopPoint(seg085_16972_4,none).', 'hasStopPoint(seg085_16972_5,none).']
7	['bus']	segment(seg085_16973_0).	['segment(seg085_16973_1).', 'segment(seg085_16973_2).', 'segment(seg085_16973_3).', 'segment(seg085_16973_4).', 'segment(seg085_16973_5).']	['hasTransportMode(seg085_16973_0,bike).', 'hasTransportMode(seg085_16973_0,car).', 'hasTransportMode(seg085_16973_0,walk).']	['hasTransportMode(seg085_16973_0,bus).']	hasVelocity(seg085_16973_0,below_medium).	hasAcceleration(seg085_16973_0,slightly_faster).	empty	empty	['hasKnownTransportMode(seg085_16973_1,bus).', 'hasKnownTransportMode(seg085_16973_2,bus).', 'hasKnownTransportMode(seg085_16973_3,bus).', 'hasKnownTransportMode(seg085_16973_4,bus).', 'hasKnownTransportMode(seg085_16973_5,bus).']	['hasVelocity(seg085_16973_1,slow).', 'hasVelocity(seg085_16973_2,medium).', 'hasVelocity(seg085_16973_3,medium).', 'hasVelocity(seg085_16973_4,below_medium).', 'hasVelocity(seg085_16973_5,below_medium).']	['hasAcceleration(seg085_16973_1,slightly_slower).', 'hasAcceleration(seg085_16973_2,unchanged).', 'hasAcceleration(seg085_16973_3,faster).', 'hasAcceleration(seg085_16973_4,unchanged).', 'hasAcceleration(seg085_16973_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16973_0,seg085_16973_1).', 'previousSegmentRelation(seg085_16973_1,seg085_16973_2).', 'previousSegmentRelation(seg085_16973_2,seg085_16973_3).', 'previousSegmentRelation(seg085_16973_3,seg085_16973_4).', 'previousSegmentRelation(seg085_16973_4,seg085_16973_5).']	hasStopPoint(seg085_16973_0,none).	['hasStopPoint(seg085_16973_1,none).', 'hasStopPoint(seg085_16973_2,none).', 'hasStopPoint(seg085_16973_3,none).', 'hasStopPoint(seg085_16973_4,none).', 'hasStopPoint(seg085_16973_5,none).']
8	['bus']	segment(seg085_16974_0).	['segment(seg085_16974_1).', 'segment(seg085_16974_2).', 'segment(seg085_16974_3).', 'segment(seg085_16974_4).', 'segment(seg085_16974_5).']	['hasTransportMode(seg085_16974_0,bike).', 'hasTransportMode(seg085_16974_0,car).', 'hasTransportMode(seg085_16974_0,walk).']	['hasTransportMode(seg085_16974_0,bus).']	hasVelocity(seg085_16974_0,slow).	hasAcceleration(seg085_16974_0,slightly_slower).	empty	empty	['hasKnownTransportMode(seg085_16974_1,bus).', 'hasKnownTransportMode(seg085_16974_2,bus).', 'hasKnownTransportMode(seg085_16974_3,bus).', 'hasKnownTransportMode(seg085_16974_4,bus).', 'hasKnownTransportMode(seg085_16974_5,bus).']	['hasVelocity(seg085_16974_1,below_medium).', 'hasVelocity(seg085_16974_2,below_medium).', 'hasVelocity(seg085_16974_3,medium).', 'hasVelocity(seg085_16974_4,medium).', 'hasVelocity(seg085_16974_5,below_medium).']	['hasAcceleration(seg085_16974_1,slightly_faster).', 'hasAcceleration(seg085_16974_2,slightly_slower).', 'hasAcceleration(seg085_16974_3,unchanged).', 'hasAcceleration(seg085_16974_4,faster).', 'hasAcceleration(seg085_16974_5,unchanged).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16974_0,seg085_16974_1).', 'previousSegmentRelation(seg085_16974_1,seg085_16974_2).', 'previousSegmentRelation(seg085_16974_2,seg085_16974_3).', 'previousSegmentRelation(seg085_16974_3,seg085_16974_4).', 'previousSegmentRelation(seg085_16974_4,seg085_16974_5).']	hasStopPoint(seg085_16974_0,none).	['hasStopPoint(seg085_16974_1,none).', 'hasStopPoint(seg085_16974_2,none).', 'hasStopPoint(seg085_16974_3,none).', 'hasStopPoint(seg085_16974_4,none).', 'hasStopPoint(seg085_16974_5,none).']
9	['bus']	segment(seg085_16975_0).	['segment(seg085_16975_1).', 'segment(seg085_16975_2).', 'segment(seg085_16975_3).', 'segment(seg085_16975_4).', 'segment(seg085_16975_5).']	['hasTransportMode(seg085_16975_0,bike).', 'hasTransportMode(seg085_16975_0,car).', 'hasTransportMode(seg085_16975_0,walk).']	['hasTransportMode(seg085_16975_0,bus).']	hasVelocity(seg085_16975_0,very_fast).	hasAcceleration(seg085_16975_0,much_faster).	empty	empty	['hasKnownTransportMode(seg085_16975_1,bus).', 'hasKnownTransportMode(seg085_16975_2,bus).', 'hasKnownTransportMode(seg085_16975_3,bus).', 'hasKnownTransportMode(seg085_16975_4,bus).', 'hasKnownTransportMode(seg085_16975_5,bus).']	['hasVelocity(seg085_16975_1,slow).', 'hasVelocity(seg085_16975_2,below_medium).', 'hasVelocity(seg085_16975_3,below_medium).', 'hasVelocity(seg085_16975_4,medium).', 'hasVelocity(seg085_16975_5,medium).']	['hasAcceleration(seg085_16975_1,slightly_slower).', 'hasAcceleration(seg085_16975_2,unchanged).', 'hasAcceleration(seg085_16975_3,slightly_slower).', 'hasAcceleration(seg085_16975_4,unchanged).', 'hasAcceleration(seg085_16975_5,faster).']	['empty', 'empty', 'empty', 'empty', 'empty']	['previousSegmentRelation(seg085_16975_0,seg085_16975_1).', 'previousSegmentRelation(seg085_16975_1,seg085_16975_2).', 'previousSegmentRelation(seg085_16975_2,seg085_16975_3).', 'previousSegmentRelation(seg085_16975_3,seg085_16975_4).', 'previousSegmentRelation(seg085_16975_4,seg085_16975_5).']	hasStopPoint(seg085_16975_0,none).	['hasStopPoint(seg085_16975_1,none).', 'hasStopPoint(seg085_16975_2,none).', 'hasStopPoint(seg085_16975_3,none).', 'hasStopPoint(seg085_16975_4,none).', 'hasStopPoint(seg085_16975_5,none).']
